piece_moved,is_checkmate,is_draw,material_eval,mobility,castling,attack_undefended,defended,move_dist,center_control,move_clock,group_id,move,is_best_move
4,FALSE,FALSE,13,11,0,0,4,0,4,29,63,b1d1,FALSE
4,FALSE,FALSE,13,11,0,0,5,0,3,29,63,b1c1,FALSE
4,FALSE,FALSE,13,11,0,0,5,0,3,29,63,b1a1,FALSE
1,FALSE,FALSE,13,10,0,0,4,1,3,29,63,h2h3,FALSE
1,FALSE,FALSE,13,12,0,1,4,1,3,29,63,g2g3,FALSE
1,FALSE,FALSE,13,11,0,0,4,1,4,29,63,f2f3,FALSE
1,FALSE,FALSE,13,11,0,0,5,1,3,29,63,a2a3,FALSE
1,FALSE,FALSE,13,12,0,0,3,2,3,29,63,g2g4,FALSE
1,FALSE,FALSE,13,11,0,0,3,2,3,29,63,f2f4,FALSE
1,FALSE,FALSE,13,11,0,0,5,2,3,29,63,a2a4,FALSE
5,FALSE,FALSE,18,2,0,1,3,3,3,30,64,h5h8,FALSE
5,FALSE,FALSE,13,1,0,0,4,3,3,30,64,h5e8,FALSE
5,FALSE,FALSE,13,3,0,1,8,2,4,30,64,h5h7,FALSE
5,FALSE,FALSE,13,2,0,0,7,2,4,30,64,h5f7,FALSE
5,FALSE,FALSE,13,11,0,1,3,1,3,30,64,h5h6,FALSE
5,FALSE,FALSE,13,8,0,0,8,1,4,30,64,h5g6,FALSE
5,FALSE,FALSE,13,12,0,0,3,0,4,30,64,h5g5,FALSE
5,FALSE,FALSE,13,10,0,0,8,0,5,30,64,h5f5,FALSE
5,FALSE,FALSE,13,13,0,1,14,0,5,30,64,h5e5,FALSE
5,FALSE,FALSE,13,1,0,0,6,0,4,30,64,h5d5,FALSE
5,FALSE,FALSE,13,11,0,1,7,0,4,30,64,h5c5,FALSE
5,FALSE,FALSE,13,13,0,1,20,0,4,30,64,h5b5,FALSE
5,FALSE,FALSE,13,11,0,2,14,0,4,30,64,h5a5,FALSE
5,FALSE,FALSE,14,11,0,0,6,-1,4,30,64,h5h4,FALSE
5,FALSE,FALSE,13,12,0,0,6,-1,4,30,64,h5g4,FALSE
5,FALSE,FALSE,13,12,0,0,13,-2,5,30,64,h5f3,FALSE
5,FALSE,FALSE,13,12,0,0,8,-3,4,30,64,h5e2,FALSE
5,FALSE,FALSE,13,12,0,0,17,-4,4,30,64,h5d1,FALSE
2,FALSE,FALSE,13,11,0,1,3,2,5,30,64,c4d6,FALSE
2,FALSE,FALSE,13,11,0,1,6,2,4,30,64,c4b6,FALSE
2,FALSE,FALSE,13,11,0,1,6,1,3,30,64,c4e5,FALSE
2,FALSE,FALSE,13,9,0,1,6,1,4,30,64,c4a5,FALSE
2,FALSE,FALSE,13,10,0,1,6,-1,4,30,64,c4e3,FALSE
2,FALSE,FALSE,13,10,0,1,8,-1,4,30,64,c4a3,FALSE
2,FALSE,FALSE,13,10,0,1,8,-2,5,30,64,c4d2,FALSE
2,FALSE,FALSE,13,10,0,1,6,-2,4,30,64,c4b2,FALSE
6,FALSE,FALSE,13,10,0,1,2,0,4,30,64,g1h1,FALSE
6,FALSE,FALSE,13,10,0,1,2,0,4,30,64,g1f1,FALSE
4,TRUE,FALSE,13,0,0,1,3,7,4,30,64,b1b8,TRUE
4,FALSE,FALSE,13,10,0,2,3,6,4,30,64,b1b7,FALSE
4,FALSE,FALSE,13,11,0,2,8,5,4,30,64,b1b6,FALSE
4,FALSE,FALSE,13,11,0,1,17,4,4,30,64,b1b5,FALSE
4,FALSE,FALSE,13,10,0,1,11,3,4,30,64,b1b4,FALSE
4,FALSE,FALSE,13,10,0,1,9,2,4,30,64,b1b3,FALSE
4,FALSE,FALSE,13,10,0,1,9,1,4,30,64,b1b2,FALSE
4,FALSE,FALSE,13,10,0,1,8,0,4,30,64,b1f1,FALSE
4,FALSE,FALSE,13,10,0,1,4,0,5,30,64,b1e1,FALSE
4,FALSE,FALSE,13,10,0,1,8,0,4,30,64,b1d1,FALSE
4,FALSE,FALSE,13,10,0,1,4,0,4,30,64,b1c1,FALSE
4,FALSE,FALSE,13,10,0,1,4,0,4,30,64,b1a1,FALSE
1,TRUE,FALSE,21,0,0,1,21,1,5,30,64,e7e8q,FALSE
1,TRUE,FALSE,17,0,0,1,8,1,5,30,64,e7e8r,FALSE
1,FALSE,FALSE,15,11,0,1,15,1,4,30,64,e7e8b,FALSE
1,FALSE,FALSE,15,11,0,2,6,1,4,30,64,e7e8n,FALSE
1,FALSE,FALSE,13,9,0,1,3,1,4,30,64,h2h3,FALSE
1,FALSE,FALSE,13,11,0,1,3,1,4,30,64,g2g3,FALSE
1,FALSE,FALSE,13,10,0,1,3,1,5,30,64,f2f3,FALSE
1,FALSE,FALSE,13,10,0,1,4,1,4,30,64,a2a3,FALSE
1,FALSE,FALSE,13,11,0,1,12,2,4,30,64,g2g4,FALSE
1,FALSE,FALSE,13,10,0,1,2,2,4,30,64,f2f4,FALSE
1,FALSE,FALSE,13,10,0,1,3,2,4,30,64,a2a4,FALSE
2,FALSE,FALSE,0,29,0,0,29,2,6,5,65,f3g5,FALSE
2,FALSE,FALSE,1,30,0,0,26,2,6,5,65,f3e5,FALSE
2,FALSE,FALSE,0,30,0,0,26,1,6,5,65,f3h4,FALSE
2,FALSE,FALSE,0,31,0,0,26,1,6,5,65,f3d4,FALSE
2,FALSE,FALSE,0,30,0,0,29,-1,6,5,65,f3d2,FALSE
2,FALSE,FALSE,0,30,0,0,29,-2,6,5,65,f3g1,FALSE
4,FALSE,FALSE,0,30,-1,0,34,0,8,5,65,h1g1,FALSE
6,FALSE,FALSE,0,30,-2,0,28,1,8,5,65,e1d2,FALSE
5,FALSE,FALSE,0,30,0,0,17,3,8,5,65,d1a4,FALSE
5,FALSE,FALSE,0,30,0,0,17,2,8,5,65,d1b3,FALSE
5,FALSE,FALSE,0,30,0,0,29,1,8,5,65,d1d2,FALSE
5,FALSE,FALSE,0,30,0,0,20,1,8,5,65,d1c2,FALSE
3,FALSE,FALSE,0,29,0,1,25,5,8,5,65,c1h6,FALSE
3,FALSE,FALSE,0,29,0,0,28,4,8,5,65,c1g5,FALSE
3,FALSE,FALSE,0,31,0,0,25,3,8,5,65,c1f4,FALSE
3,FALSE,FALSE,0,30,0,0,28,2,8,5,65,c1e3,FALSE
3,FALSE,FALSE,0,30,0,0,28,1,8,5,65,c1d2,FALSE
2,FALSE,FALSE,0,30,0,0,29,2,8,5,65,b1c3,TRUE
2,FALSE,FALSE,0,30,0,0,29,1,8,5,65,b1d2,FALSE
4,FALSE,FALSE,0,30,-1,0,26,1,8,5,65,a1a2,FALSE
1,FALSE,FALSE,0,28,0,0,28,1,7,5,65,c4c5,FALSE
1,FALSE,FALSE,0,31,0,0,28,1,7,5,65,d3d4,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,8,5,65,a3a4,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,8,5,65,h2h3,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,8,5,65,g2g3,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,8,5,65,e2e3,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,8,5,65,b2b3,FALSE
1,FALSE,FALSE,0,30,0,0,29,2,8,5,65,h2h4,FALSE
1,FALSE,FALSE,0,30,0,0,28,2,8,5,65,g2g4,FALSE
1,FALSE,FALSE,0,29,0,0,29,2,8,5,65,e2e4,FALSE
1,FALSE,FALSE,0,29,0,0,29,2,8,5,65,b2b4,FALSE
2,FALSE,FALSE,0,27,2,0,29,2,6,6,66,f3g5,FALSE
2,FALSE,FALSE,1,28,2,0,26,2,6,6,66,f3e5,FALSE
2,FALSE,FALSE,0,28,2,0,26,1,6,6,66,f3h4,FALSE
2,FALSE,FALSE,0,29,2,0,26,1,6,6,66,f3d4,FALSE
2,FALSE,FALSE,0,28,2,0,29,-1,6,6,66,f3d2,FALSE
2,FALSE,FALSE,0,28,2,0,29,-2,6,6,66,f3g1,FALSE
2,FALSE,FALSE,0,27,2,0,29,2,8,6,66,c3d5,FALSE
2,FALSE,FALSE,0,27,2,0,29,2,8,6,66,c3b5,FALSE
2,FALSE,FALSE,0,27,2,0,29,1,8,6,66,c3e4,FALSE
2,FALSE,FALSE,0,28,2,0,29,1,8,6,66,c3a4,FALSE
2,FALSE,FALSE,0,28,2,0,29,-1,8,6,66,c3a2,FALSE
2,FALSE,FALSE,0,28,2,0,29,-2,8,6,66,c3b1,FALSE
4,FALSE,FALSE,0,28,1,0,34,0,8,6,66,h1g1,FALSE
6,FALSE,FALSE,0,28,0,0,28,1,8,6,66,e1d2,FALSE
5,FALSE,FALSE,0,28,2,0,29,3,8,6,66,d1a4,FALSE
5,FALSE,FALSE,0,28,2,0,20,2,8,6,66,d1b3,FALSE
5,FALSE,FALSE,0,28,2,0,29,1,8,6,66,d1d2,FALSE
5,FALSE,FALSE,0,28,2,0,20,1,8,6,66,d1c2,FALSE
3,FALSE,FALSE,0,27,2,0,30,5,8,6,66,c1h6,FALSE
3,FALSE,FALSE,0,27,2,0,33,4,8,6,66,c1g5,FALSE
3,FALSE,FALSE,0,29,2,0,30,3,8,6,66,c1f4,FALSE
3,FALSE,FALSE,0,28,2,0,33,2,8,6,66,c1e3,TRUE
3,FALSE,FALSE,0,28,2,0,33,1,8,6,66,c1d2,FALSE
4,FALSE,FALSE,0,28,1,0,34,1,8,6,66,a1a2,FALSE
4,FALSE,FALSE,0,28,1,0,34,0,8,6,66,a1b1,FALSE
1,FALSE,FALSE,0,26,2,0,28,1,8,6,66,c4c5,FALSE
1,FALSE,FALSE,0,29,2,0,28,1,8,6,66,d3d4,FALSE
1,FALSE,FALSE,0,28,2,0,29,1,8,6,66,a3a4,FALSE
1,FALSE,FALSE,0,28,2,0,29,1,8,6,66,h2h3,FALSE
1,FALSE,FALSE,0,28,2,0,29,1,8,6,66,g2g3,FALSE
1,FALSE,FALSE,0,28,2,0,29,1,8,6,66,e2e3,FALSE
1,FALSE,FALSE,0,28,2,0,26,1,8,6,66,b2b3,FALSE
1,FALSE,FALSE,0,28,2,0,29,2,8,6,66,h2h4,FALSE
1,FALSE,FALSE,0,28,2,0,28,2,8,6,66,g2g4,FALSE
1,FALSE,FALSE,0,27,2,0,29,2,8,6,66,e2e4,FALSE
1,FALSE,FALSE,0,27,2,0,26,2,8,6,66,b2b4,FALSE
2,FALSE,FALSE,0,34,2,0,33,2,7,7,67,f3g5,FALSE
2,FALSE,FALSE,1,35,2,0,30,2,7,7,67,f3e5,FALSE
2,FALSE,FALSE,0,35,2,0,30,1,7,7,67,f3h4,FALSE
2,FALSE,FALSE,0,35,2,0,33,1,7,7,67,f3d4,FALSE
2,FALSE,FALSE,0,35,2,0,33,-1,7,7,67,f3d2,FALSE
2,FALSE,FALSE,0,35,2,0,33,-2,7,7,67,f3g1,FALSE
3,FALSE,FALSE,1,35,2,0,30,4,8,7,67,e3a7,FALSE
3,FALSE,FALSE,0,34,2,0,30,3,8,7,67,e3h6,FALSE
3,FALSE,FALSE,0,35,2,0,30,3,8,7,67,e3b6,FALSE
3,FALSE,FALSE,0,34,2,0,33,2,8,7,67,e3g5,FALSE
3,FALSE,FALSE,0,33,2,0,30,2,8,7,67,e3c5,FALSE
3,FALSE,FALSE,0,36,2,0,30,1,8,7,67,e3f4,FALSE
3,FALSE,FALSE,0,35,2,0,33,1,8,7,67,e3d4,FALSE
3,FALSE,FALSE,0,35,2,0,33,-1,8,7,67,e3d2,FALSE
3,FALSE,FALSE,0,35,2,0,29,-2,8,7,67,e3c1,FALSE
2,FALSE,FALSE,1,35,2,0,33,2,8,7,67,c3d5,FALSE
2,FALSE,FALSE,0,34,2,0,33,2,8,7,67,c3b5,FALSE
2,FALSE,FALSE,0,35,2,0,33,1,8,7,67,c3e4,FALSE
2,FALSE,FALSE,0,35,2,0,34,1,8,7,67,c3a4,FALSE
2,FALSE,FALSE,0,35,2,0,33,-1,8,7,67,c3a2,FALSE
2,FALSE,FALSE,0,35,2,0,28,-2,8,7,67,c3b1,FALSE
4,FALSE,FALSE,0,35,1,0,38,0,8,7,67,h1g1,FALSE
6,FALSE,FALSE,0,35,0,0,33,1,8,7,67,e1d2,FALSE
5,FALSE,FALSE,0,35,2,0,28,3,8,7,67,d1a4,FALSE
5,FALSE,FALSE,0,35,2,0,20,2,8,7,67,d1b3,FALSE
5,FALSE,FALSE,0,35,2,0,29,1,8,7,67,d1d2,FALSE
5,FALSE,FALSE,0,35,2,0,20,1,8,7,67,d1c2,FALSE
5,FALSE,FALSE,0,35,2,0,34,0,8,7,67,d1c1,FALSE
5,FALSE,FALSE,0,35,2,0,34,0,8,7,67,d1b1,FALSE
4,FALSE,FALSE,0,35,1,0,34,1,8,7,67,a1a2,FALSE
4,FALSE,FALSE,0,35,1,0,33,0,8,7,67,a1c1,FALSE
4,FALSE,FALSE,0,35,1,0,34,0,8,7,67,a1b1,FALSE
1,FALSE,FALSE,1,35,2,0,33,1,8,7,67,c4d5,TRUE
1,FALSE,FALSE,0,32,2,0,33,1,8,7,67,c4c5,FALSE
1,FALSE,FALSE,0,35,2,0,32,1,8,7,67,d3d4,FALSE
1,FALSE,FALSE,0,35,2,0,33,1,8,7,67,a3a4,FALSE
1,FALSE,FALSE,0,35,2,0,33,1,8,7,67,h2h3,FALSE
1,FALSE,FALSE,0,35,2,0,33,1,8,7,67,g2g3,FALSE
1,FALSE,FALSE,0,35,2,0,31,1,8,7,67,b2b3,FALSE
1,FALSE,FALSE,0,35,2,0,33,2,8,7,67,h2h4,FALSE
1,FALSE,FALSE,0,34,2,0,32,2,8,7,67,g2g4,FALSE
1,FALSE,FALSE,0,34,2,0,31,2,8,7,67,b2b4,FALSE
2,FALSE,FALSE,1,40,2,0,33,2,6,8,68,f3g5,FALSE
2,FALSE,FALSE,2,40,2,3,30,2,5,8,68,f3e5,TRUE
2,FALSE,FALSE,1,41,2,0,30,1,6,8,68,f3h4,FALSE
2,FALSE,FALSE,4,34,2,0,33,1,6,8,68,f3d4,FALSE
2,FALSE,FALSE,1,41,2,0,33,-1,6,8,68,f3d2,FALSE
2,FALSE,FALSE,1,41,2,0,33,-2,6,8,68,f3g1,FALSE
3,FALSE,FALSE,1,40,2,1,30,3,7,8,68,e3h6,FALSE
3,FALSE,FALSE,1,40,2,1,33,2,7,8,68,e3g5,FALSE
3,FALSE,FALSE,1,42,2,1,30,1,7,8,68,e3f4,FALSE
3,FALSE,FALSE,4,34,2,1,33,1,7,8,68,e3d4,FALSE
3,FALSE,FALSE,1,41,2,1,33,-1,7,8,68,e3d2,FALSE
3,FALSE,FALSE,1,41,2,1,29,-2,7,8,68,e3c1,FALSE
2,FALSE,FALSE,1,40,2,1,29,2,6,8,68,c3b5,FALSE
2,FALSE,FALSE,1,40,2,1,32,1,6,8,68,c3e4,FALSE
2,FALSE,FALSE,1,41,2,1,33,1,6,8,68,c3a4,FALSE
2,FALSE,FALSE,1,41,2,1,32,-1,6,8,68,c3a2,FALSE
2,FALSE,FALSE,1,41,2,1,27,-2,6,8,68,c3b1,FALSE
4,FALSE,FALSE,1,41,1,1,38,0,7,8,68,h1g1,FALSE
6,FALSE,FALSE,1,41,0,1,33,1,7,8,68,e1d2,FALSE
5,FALSE,FALSE,1,41,2,1,28,3,7,8,68,d1a4,FALSE
5,FALSE,FALSE,1,41,2,1,20,2,7,8,68,d1b3,FALSE
5,FALSE,FALSE,1,41,2,1,29,1,7,8,68,d1d2,FALSE
5,FALSE,FALSE,1,41,2,1,20,1,7,8,68,d1c2,FALSE
5,FALSE,FALSE,1,41,2,1,34,0,7,8,68,d1c1,FALSE
5,FALSE,FALSE,1,41,2,1,34,0,7,8,68,d1b1,FALSE
4,FALSE,FALSE,1,41,1,1,34,1,7,8,68,a1a2,FALSE
4,FALSE,FALSE,1,41,1,1,33,0,7,8,68,a1c1,FALSE
4,FALSE,FALSE,1,41,1,1,34,0,7,8,68,a1b1,FALSE
1,FALSE,FALSE,1,38,2,1,32,1,7,8,68,d5d6,FALSE
1,FALSE,FALSE,1,41,2,1,33,1,7,8,68,a3a4,FALSE
1,FALSE,FALSE,1,41,2,1,33,1,7,8,68,h2h3,FALSE
1,FALSE,FALSE,1,41,2,1,33,1,7,8,68,g2g3,FALSE
1,FALSE,FALSE,1,41,2,1,31,1,7,8,68,b2b3,FALSE
1,FALSE,FALSE,1,41,2,1,33,2,7,8,68,h2h4,FALSE
1,FALSE,FALSE,1,40,2,1,32,2,7,8,68,g2g4,FALSE
1,FALSE,FALSE,1,40,2,1,31,2,7,8,68,b2b4,FALSE
2,FALSE,FALSE,3,36,2,0,30,2,7,9,69,e5f7,FALSE
2,FALSE,FALSE,2,32,2,0,30,2,7,9,69,e5d7,FALSE
2,FALSE,FALSE,2,34,2,0,30,1,7,9,69,e5g6,FALSE
2,FALSE,FALSE,2,34,2,0,33,1,7,9,69,e5c6,FALSE
2,FALSE,FALSE,2,35,2,0,30,-1,7,9,69,e5g4,FALSE
2,FALSE,FALSE,2,35,2,0,34,-1,7,9,69,e5c4,FALSE
2,FALSE,FALSE,2,35,2,0,33,-2,7,9,69,e5f3,FALSE
3,FALSE,FALSE,3,34,2,0,27,4,6,9,69,e3a7,FALSE
3,FALSE,FALSE,2,34,2,0,27,3,5,9,69,e3h6,FALSE
3,FALSE,FALSE,2,35,2,0,27,3,6,9,69,e3b6,FALSE
3,FALSE,FALSE,2,34,2,0,27,2,5,9,69,e3g5,FALSE
3,FALSE,FALSE,2,32,2,0,27,2,6,9,69,e3c5,FALSE
3,FALSE,FALSE,2,35,2,0,30,1,6,9,69,e3f4,FALSE
3,FALSE,FALSE,2,35,2,0,30,1,6,9,69,e3d4,FALSE
3,FALSE,FALSE,2,35,2,0,30,-1,5,9,69,e3d2,FALSE
3,FALSE,FALSE,2,35,2,0,26,-2,5,9,69,e3c1,FALSE
2,FALSE,FALSE,2,34,2,0,26,2,5,9,69,c3b5,FALSE
2,FALSE,FALSE,2,35,2,0,29,1,5,9,69,c3e4,FALSE
2,FALSE,FALSE,2,35,2,0,30,1,5,9,69,c3a4,FALSE
2,FALSE,FALSE,2,35,2,0,29,-1,5,9,69,c3a2,FALSE
2,FALSE,FALSE,2,35,2,0,24,-2,5,9,69,c3b1,FALSE
4,FALSE,FALSE,2,35,1,0,29,0,6,9,69,h1g1,FALSE
6,FALSE,FALSE,2,35,0,0,30,1,6,9,69,e1d2,FALSE
5,FALSE,FALSE,2,35,2,0,25,3,6,9,69,d1a4,TRUE
5,FALSE,FALSE,2,35,2,0,17,2,6,9,69,d1b3,FALSE
5,FALSE,FALSE,2,35,2,0,26,1,6,9,69,d1d2,FALSE
5,FALSE,FALSE,2,35,2,0,17,1,6,9,69,d1c2,FALSE
5,FALSE,FALSE,2,35,2,0,31,0,6,9,69,d1c1,FALSE
5,FALSE,FALSE,2,35,2,0,31,0,6,9,69,d1b1,FALSE
4,FALSE,FALSE,2,35,1,0,31,1,6,9,69,a1a2,FALSE
4,FALSE,FALSE,2,35,1,0,30,0,6,9,69,a1c1,FALSE
4,FALSE,FALSE,2,35,1,0,31,0,6,9,69,a1b1,FALSE
1,FALSE,FALSE,2,32,2,0,29,1,6,9,69,d5d6,FALSE
1,FALSE,FALSE,2,35,2,0,33,1,7,9,69,d3d4,FALSE
1,FALSE,FALSE,2,35,2,0,30,1,6,9,69,a3a4,FALSE
1,FALSE,FALSE,2,35,2,0,30,1,6,9,69,h2h3,FALSE
1,FALSE,FALSE,2,35,2,0,30,1,6,9,69,g2g3,FALSE
1,FALSE,FALSE,2,35,2,0,27,1,6,9,69,f2f3,FALSE
1,FALSE,FALSE,2,35,2,0,28,1,6,9,69,b2b3,FALSE
1,FALSE,FALSE,2,35,2,0,30,2,6,9,69,h2h4,FALSE
1,FALSE,FALSE,2,35,2,0,30,2,6,9,69,g2g4,FALSE
1,FALSE,FALSE,2,35,2,0,30,2,7,9,69,f2f4,FALSE
1,FALSE,FALSE,2,34,2,0,28,2,6,9,69,b2b4,FALSE
2,FALSE,FALSE,3,43,2,0,25,2,8,10,70,e5f7,FALSE
2,FALSE,FALSE,2,40,2,0,28,2,8,10,70,e5d7,FALSE
2,FALSE,FALSE,2,41,2,0,25,1,8,10,70,e5g6,FALSE
2,FALSE,FALSE,2,39,2,0,28,1,8,10,70,e5c6,FALSE
2,FALSE,FALSE,2,42,2,0,28,-1,8,10,70,e5g4,FALSE
2,FALSE,FALSE,2,42,2,0,29,-1,8,10,70,e5c4,TRUE
2,FALSE,FALSE,2,42,2,0,28,-2,8,10,70,e5f3,FALSE
5,FALSE,FALSE,2,38,2,0,16,4,7,10,70,a4e8,FALSE
5,FALSE,FALSE,2,37,2,3,25,3,7,10,70,a4d7,FALSE
5,FALSE,FALSE,3,38,2,5,25,3,7,10,70,a4a7,FALSE
5,FALSE,FALSE,2,36,2,0,25,2,7,10,70,a4c6,FALSE
5,FALSE,FALSE,2,38,2,0,16,2,7,10,70,a4a6,FALSE
5,FALSE,FALSE,2,38,2,0,26,1,7,10,70,a4b5,FALSE
5,FALSE,FALSE,2,38,2,0,16,1,7,10,70,a4a5,FALSE
5,FALSE,FALSE,2,39,2,0,16,0,7,10,70,a4h4,FALSE
5,FALSE,FALSE,2,39,2,0,25,0,7,10,70,a4g4,FALSE
5,FALSE,FALSE,2,39,2,0,28,0,8,10,70,a4f4,FALSE
5,FALSE,FALSE,2,39,2,0,28,0,8,10,70,a4e4,FALSE
5,FALSE,FALSE,2,39,2,0,28,0,8,10,70,a4d4,FALSE
5,FALSE,FALSE,2,39,2,0,25,0,7,10,70,a4c4,FALSE
5,FALSE,FALSE,2,38,2,0,26,0,7,10,70,a4b4,FALSE
5,FALSE,FALSE,2,39,2,0,17,-1,7,10,70,a4b3,FALSE
5,FALSE,FALSE,2,39,2,0,17,-2,7,10,70,a4c2,FALSE
5,FALSE,FALSE,2,39,2,0,30,-3,7,10,70,a4d1,FALSE
3,FALSE,FALSE,3,38,2,0,25,4,7,10,70,e3a7,FALSE
3,FALSE,FALSE,2,38,2,0,22,3,7,10,70,e3h6,FALSE
3,FALSE,FALSE,2,38,2,0,22,3,7,10,70,e3b6,FALSE
3,FALSE,FALSE,2,38,2,0,22,2,7,10,70,e3g5,FALSE
3,FALSE,FALSE,2,36,2,0,22,2,7,10,70,e3c5,FALSE
3,FALSE,FALSE,2,39,2,0,28,1,8,10,70,e3f4,FALSE
3,FALSE,FALSE,2,39,2,0,28,1,8,10,70,e3d4,FALSE
3,FALSE,FALSE,2,39,2,0,25,-1,7,10,70,e3d2,FALSE
3,FALSE,FALSE,2,39,2,0,26,-2,7,10,70,e3c1,FALSE
2,FALSE,FALSE,2,38,2,0,15,2,6,10,70,c3b5,FALSE
2,FALSE,FALSE,2,39,2,0,15,1,6,10,70,c3e4,FALSE
2,FALSE,FALSE,2,39,2,0,15,-1,6,10,70,c3a2,FALSE
2,FALSE,FALSE,2,39,2,0,16,-2,6,10,70,c3d1,FALSE
2,FALSE,FALSE,2,39,2,0,15,-2,6,10,70,c3b1,FALSE
4,FALSE,FALSE,2,39,1,0,24,0,7,10,70,h1g1,FALSE
6,FALSE,FALSE,2,39,0,0,25,1,7,10,70,e1d2,FALSE
6,FALSE,FALSE,2,39,0,0,25,0,7,10,70,e1d1,FALSE
4,FALSE,FALSE,2,39,1,0,31,1,7,10,70,a1a2,FALSE
4,FALSE,FALSE,2,39,1,0,30,0,7,10,70,a1d1,FALSE
4,FALSE,FALSE,2,39,1,0,30,0,7,10,70,a1c1,FALSE
4,FALSE,FALSE,2,39,1,0,31,0,7,10,70,a1b1,FALSE
6,FALSE,FALSE,2,39,0,0,31,0,7,10,70,e1c1,FALSE
1,FALSE,FALSE,2,39,2,0,28,1,8,10,70,d3d4,FALSE
1,FALSE,FALSE,2,39,2,0,25,1,7,10,70,h2h3,FALSE
1,FALSE,FALSE,2,39,2,0,25,1,7,10,70,g2g3,FALSE
1,FALSE,FALSE,2,39,2,0,22,1,7,10,70,f2f3,FALSE
1,FALSE,FALSE,2,39,2,0,23,1,7,10,70,b2b3,FALSE
1,FALSE,FALSE,2,39,2,0,25,2,7,10,70,h2h4,FALSE
1,FALSE,FALSE,2,39,2,0,25,2,7,10,70,g2g4,FALSE
1,FALSE,FALSE,2,39,2,0,25,2,8,10,70,f2f4,FALSE
1,FALSE,FALSE,2,38,2,0,23,2,7,10,70,b2b4,FALSE
2,FALSE,FALSE,2,35,2,0,25,2,6,11,71,c4d6,FALSE
2,FALSE,FALSE,2,38,2,5,28,2,6,11,71,c4b6,FALSE
2,FALSE,FALSE,2,38,2,0,25,1,6,11,71,c4e5,FALSE
2,FALSE,FALSE,2,37,2,0,28,1,6,11,71,c4a5,FALSE
2,FALSE,FALSE,2,38,2,0,28,-2,6,11,71,c4d2,FALSE
5,FALSE,FALSE,11,32,2,4,20,3,7,11,71,a4d7,TRUE
5,FALSE,FALSE,3,37,2,5,29,3,7,11,71,a4a7,FALSE
5,FALSE,FALSE,2,35,2,0,29,2,7,11,71,a4c6,FALSE
5,FALSE,FALSE,2,37,2,0,20,2,7,11,71,a4a6,FALSE
5,FALSE,FALSE,2,36,2,0,29,1,7,11,71,a4b5,FALSE
5,FALSE,FALSE,2,37,2,0,29,1,7,11,71,a4a5,FALSE
5,FALSE,FALSE,2,37,2,0,29,0,7,11,71,a4b4,FALSE
5,FALSE,FALSE,2,38,2,0,20,-1,7,11,71,a4b3,FALSE
5,FALSE,FALSE,2,38,2,0,20,-2,7,11,71,a4c2,FALSE
5,FALSE,FALSE,2,38,2,0,34,-3,7,11,71,a4d1,FALSE
3,FALSE,FALSE,3,37,2,0,29,4,7,11,71,e3a7,FALSE
3,FALSE,FALSE,2,37,2,0,26,3,6,11,71,e3h6,FALSE
3,FALSE,FALSE,2,38,2,0,29,3,7,11,71,e3b6,FALSE
3,FALSE,FALSE,2,37,2,0,26,2,6,11,71,e3g5,FALSE
3,FALSE,FALSE,2,35,2,0,26,2,7,11,71,e3c5,FALSE
3,FALSE,FALSE,2,38,2,0,26,1,6,11,71,e3f4,FALSE
3,FALSE,FALSE,2,38,2,0,26,1,6,11,71,e3d4,FALSE
3,FALSE,FALSE,2,38,2,0,29,-1,6,11,71,e3d2,FALSE
3,FALSE,FALSE,2,38,2,0,29,-2,6,11,71,e3c1,FALSE
2,FALSE,FALSE,2,36,2,0,19,2,6,11,71,c3b5,FALSE
2,FALSE,FALSE,2,38,2,0,19,1,6,11,71,c3e4,FALSE
2,FALSE,FALSE,2,38,2,0,19,-1,6,11,71,c3a2,FALSE
2,FALSE,FALSE,2,38,2,0,19,-2,6,11,71,c3d1,FALSE
2,FALSE,FALSE,2,38,2,0,19,-2,6,11,71,c3b1,FALSE
4,FALSE,FALSE,2,38,1,0,28,0,7,11,71,h1g1,FALSE
6,FALSE,FALSE,2,38,0,0,29,1,7,11,71,e1d2,FALSE
6,FALSE,FALSE,2,38,0,0,29,0,7,11,71,e1d1,FALSE
4,FALSE,FALSE,2,38,1,0,34,1,7,11,71,a1a2,FALSE
4,FALSE,FALSE,2,38,1,0,34,0,7,11,71,a1d1,FALSE
4,FALSE,FALSE,2,38,1,0,34,0,7,11,71,a1c1,FALSE
4,FALSE,FALSE,2,38,1,0,34,0,7,11,71,a1b1,FALSE
6,FALSE,FALSE,2,38,0,0,34,0,7,11,71,e1c1,FALSE
1,FALSE,FALSE,2,35,2,0,29,1,7,11,71,d5d6,FALSE
1,FALSE,FALSE,2,38,2,0,29,1,7,11,71,d3d4,FALSE
1,FALSE,FALSE,2,38,2,0,29,1,7,11,71,h2h3,FALSE
1,FALSE,FALSE,2,38,2,0,29,1,7,11,71,g2g3,FALSE
1,FALSE,FALSE,2,38,2,0,29,1,7,11,71,f2f3,FALSE
