piece_moved,is_checkmate,is_draw,material_eval,mobility,castling,attack_undefended,defended,move_dist,center_control,move_clock,group_id,move,is_best_move
2,FALSE,FALSE,0,30,0,0,29,2,1,2,1,g8h6,FALSE
2,FALSE,FALSE,0,30,0,1,29,2,3,2,1,g8f6,FALSE
2,FALSE,FALSE,0,30,0,0,29,2,3,2,1,b8c6,FALSE
2,FALSE,FALSE,0,30,0,0,29,2,1,2,1,b8a6,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,1,2,1,h7h6,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,1,2,1,g7g6,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,2,2,1,f7f6,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,2,2,1,e7e6,TRUE
1,FALSE,FALSE,0,30,0,0,29,1,2,2,1,d7d6,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,2,2,1,c7c6,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,1,2,1,b7b6,FALSE
1,FALSE,FALSE,0,30,0,0,29,1,1,2,1,a7a6,FALSE
1,FALSE,FALSE,0,30,0,0,29,2,1,2,1,h7h5,FALSE
1,FALSE,FALSE,0,30,0,0,28,2,1,2,1,g7g5,FALSE
1,FALSE,FALSE,0,31,0,1,28,2,2,2,1,f7f5,FALSE
1,FALSE,FALSE,0,29,0,0,28,2,2,2,1,e7e5,FALSE
1,FALSE,FALSE,0,31,0,1,29,2,3,2,1,d7d5,FALSE
1,FALSE,FALSE,0,30,0,0,28,2,2,2,1,c7c5,FALSE
1,FALSE,FALSE,0,29,0,0,28,2,1,2,1,b7b5,FALSE
1,FALSE,FALSE,0,30,0,0,29,2,1,2,1,a7a5,FALSE
2,FALSE,FALSE,0,28,0,0,29,1,4,3,2,g8e7,FALSE
2,FALSE,FALSE,0,28,0,0,29,2,4,3,2,g8h6,FALSE
2,FALSE,FALSE,0,28,0,1,29,2,5,3,2,g8f6,FALSE
3,FALSE,FALSE,0,28,0,0,28,1,4,3,2,f8e7,FALSE
3,FALSE,FALSE,0,28,0,0,28,2,5,3,2,f8d6,FALSE
3,FALSE,FALSE,0,28,0,0,25,3,5,3,2,f8c5,FALSE
3,FALSE,FALSE,0,25,0,0,25,4,4,3,2,f8b4,FALSE
3,FALSE,FALSE,0,27,0,0,25,5,4,3,2,f8a3,FALSE
6,FALSE,FALSE,0,28,-2,0,29,1,4,3,2,e8e7,FALSE
5,FALSE,FALSE,0,28,0,0,25,1,4,3,2,d8e7,FALSE
5,FALSE,FALSE,0,28,0,0,25,2,6,3,2,d8f6,FALSE
5,FALSE,FALSE,0,28,0,0,16,3,5,3,2,d8g5,FALSE
5,FALSE,FALSE,0,27,0,1,16,4,5,3,2,d8h4,FALSE
2,FALSE,FALSE,0,28,0,0,29,2,6,3,2,b8c6,FALSE
2,FALSE,FALSE,0,28,0,0,29,2,4,3,2,b8a6,FALSE
1,FALSE,FALSE,0,28,0,0,29,1,4,3,2,h7h6,FALSE
1,FALSE,FALSE,0,28,0,0,29,1,4,3,2,g7g6,FALSE
1,FALSE,FALSE,0,28,0,0,29,1,5,3,2,f7f6,FALSE
1,FALSE,FALSE,0,28,0,0,29,1,5,3,2,d7d6,FALSE
1,FALSE,FALSE,0,28,0,0,29,1,4,3,2,c7c6,TRUE
1,FALSE,FALSE,0,28,0,0,29,1,4,3,2,b7b6,FALSE
1,FALSE,FALSE,0,28,0,0,29,1,4,3,2,a7a6,FALSE
1,FALSE,FALSE,0,27,0,0,28,1,4,3,2,e6e5,FALSE
1,FALSE,FALSE,0,28,0,0,29,2,4,3,2,h7h5,FALSE
1,FALSE,FALSE,0,28,0,0,29,2,4,3,2,g7g5,FALSE
1,FALSE,FALSE,0,29,0,1,29,2,5,3,2,f7f5,FALSE
1,FALSE,FALSE,0,29,0,1,29,2,5,3,2,d7d5,FALSE
1,FALSE,FALSE,0,28,0,0,29,2,5,3,2,c7c5,FALSE
1,FALSE,FALSE,0,27,0,0,28,2,4,3,2,b7b5,FALSE
1,FALSE,FALSE,0,28,0,0,29,2,4,3,2,a7a5,FALSE
2,FALSE,FALSE,0,35,0,0,29,1,2,4,3,g8e7,FALSE
2,FALSE,FALSE,0,35,0,0,29,2,2,4,3,g8h6,FALSE
2,FALSE,FALSE,0,35,0,1,29,2,3,4,3,g8f6,FALSE
3,FALSE,FALSE,0,35,0,0,28,1,2,4,3,f8e7,FALSE
3,FALSE,FALSE,0,35,0,3,25,2,3,4,3,f8d6,FALSE
3,FALSE,FALSE,0,35,0,0,25,3,3,4,3,f8c5,FALSE
3,FALSE,FALSE,0,32,0,0,25,4,2,4,3,f8b4,FALSE
3,FALSE,FALSE,0,34,0,0,25,5,2,4,3,f8a3,FALSE
6,FALSE,FALSE,0,35,-2,0,29,1,2,4,3,e8e7,FALSE
5,FALSE,FALSE,0,35,0,0,26,1,2,4,3,d8e7,FALSE
5,FALSE,FALSE,0,35,0,3,20,1,3,4,3,d8c7,FALSE
5,FALSE,FALSE,0,35,0,3,26,2,3,4,3,d8f6,FALSE
5,FALSE,FALSE,0,35,0,0,26,2,3,4,3,d8b6,FALSE
5,FALSE,FALSE,0,35,0,3,17,3,3,4,3,d8g5,FALSE
5,FALSE,FALSE,0,33,0,3,17,3,3,4,3,d8a5,FALSE
5,FALSE,FALSE,0,32,0,1,17,4,3,4,3,d8h4,TRUE
2,FALSE,FALSE,0,35,0,0,29,2,2,4,3,b8a6,FALSE
1,FALSE,FALSE,0,35,0,0,29,1,2,4,3,h7h6,FALSE
1,FALSE,FALSE,0,35,0,0,29,1,2,4,3,g7g6,FALSE
1,FALSE,FALSE,0,35,0,3,29,1,3,4,3,f7f6,FALSE
1,FALSE,FALSE,0,35,0,3,29,1,3,4,3,d7d6,FALSE
1,FALSE,FALSE,0,35,0,0,29,1,2,4,3,b7b6,FALSE
1,FALSE,FALSE,0,35,0,0,29,1,2,4,3,a7a6,FALSE
1,FALSE,FALSE,0,35,0,0,29,1,3,4,3,c6c5,FALSE
1,FALSE,FALSE,0,35,0,0,29,2,2,4,3,h7h5,FALSE
1,FALSE,FALSE,0,35,0,0,29,2,2,4,3,g7g5,FALSE
1,FALSE,FALSE,0,36,0,1,29,2,3,4,3,f7f5,FALSE
1,FALSE,FALSE,0,36,0,1,29,2,3,4,3,d7d5,FALSE
1,FALSE,FALSE,0,34,0,0,29,2,2,4,3,b7b5,FALSE
1,FALSE,FALSE,0,35,0,0,29,2,2,4,3,a7a5,FALSE
2,FALSE,FALSE,0,34,0,0,20,1,4,5,4,g8e7,FALSE
2,FALSE,FALSE,0,34,0,0,17,2,4,5,4,g8h6,FALSE
2,FALSE,FALSE,0,34,0,0,17,2,4,5,4,g8f6,FALSE
3,FALSE,FALSE,0,34,0,0,25,1,4,5,4,f8e7,FALSE
3,FALSE,FALSE,0,34,0,3,13,2,5,5,4,f8d6,FALSE
3,FALSE,FALSE,0,34,0,0,13,3,5,5,4,f8c5,TRUE
3,FALSE,FALSE,0,6,0,0,13,4,4,5,4,f8b4,FALSE
3,FALSE,FALSE,0,33,0,0,13,5,4,5,4,f8a3,FALSE
6,FALSE,FALSE,0,34,-2,0,16,0,4,5,4,e8d8,FALSE
6,FALSE,FALSE,0,34,-2,0,17,1,4,5,4,e8e7,FALSE
2,FALSE,FALSE,0,34,0,0,20,2,4,5,4,b8a6,FALSE
5,FALSE,FALSE,0,37,0,0,29,-4,3,5,4,h4d8,FALSE
5,FALSE,FALSE,0,37,0,0,26,-3,3,5,4,h4e7,FALSE
5,FALSE,FALSE,0,36,0,0,26,-2,3,5,4,h4h6,FALSE
5,FALSE,FALSE,0,37,0,3,26,-2,4,5,4,h4f6,FALSE
5,FALSE,FALSE,0,36,0,3,17,-1,4,5,4,h4h5,FALSE
5,FALSE,FALSE,0,35,0,3,17,-1,4,5,4,h4g5,FALSE
5,FALSE,FALSE,0,34,0,0,17,0,4,5,4,h4g4,FALSE
5,FALSE,FALSE,0,33,0,3,17,0,5,5,4,h4f4,FALSE
5,FALSE,FALSE,1,5,0,3,17,0,4,5,4,h4e4,FALSE
5,FALSE,FALSE,0,36,0,0,17,1,3,5,4,h4h3,FALSE
5,FALSE,FALSE,0,35,0,3,17,1,4,5,4,h4g3,FALSE
5,FALSE,FALSE,1,36,0,8,17,2,4,5,4,h4h2,FALSE
5,FALSE,FALSE,1,1,0,0,17,2,4,5,4,h4f2,FALSE
1,FALSE,FALSE,0,34,0,0,17,1,4,5,4,h7h6,FALSE
1,FALSE,FALSE,0,34,0,0,17,1,4,5,4,g7g6,FALSE
1,FALSE,FALSE,0,34,0,3,17,1,5,5,4,f7f6,FALSE
1,FALSE,FALSE,0,34,0,3,17,1,5,5,4,d7d6,FALSE
1,FALSE,FALSE,0,34,0,0,17,1,4,5,4,b7b6,FALSE
1,FALSE,FALSE,0,34,0,0,17,1,4,5,4,a7a6,FALSE
1,FALSE,FALSE,0,34,0,0,17,1,5,5,4,c6c5,FALSE
1,FALSE,FALSE,0,34,0,0,17,2,4,5,4,h7h5,FALSE
1,FALSE,FALSE,0,33,0,0,26,2,4,5,4,g7g5,FALSE
1,FALSE,FALSE,0,35,0,0,17,2,4,5,4,f7f5,FALSE
1,FALSE,FALSE,0,35,0,0,17,2,4,5,4,d7d5,FALSE
1,FALSE,FALSE,0,34,0,0,17,2,4,5,4,b7b5,FALSE
1,FALSE,FALSE,0,34,0,0,17,2,4,5,4,a7a5,FALSE
2,FALSE,FALSE,0,32,0,0,16,1,5,6,5,g8e7,FALSE
2,FALSE,FALSE,0,32,0,0,13,2,5,6,5,g8h6,FALSE
2,FALSE,FALSE,0,32,0,0,13,2,5,6,5,g8f6,TRUE
6,FALSE,FALSE,0,32,-2,0,14,0,5,6,5,e8f8,FALSE
6,FALSE,FALSE,0,32,-2,0,15,0,5,6,5,e8d8,FALSE
6,FALSE,FALSE,0,32,-2,0,13,1,5,6,5,e8e7,FALSE
2,FALSE,FALSE,0,32,0,0,19,2,5,6,5,b8a6,FALSE
3,FALSE,FALSE,0,32,0,0,17,-3,4,6,5,c5f8,FALSE
3,FALSE,FALSE,0,32,0,0,25,-2,4,6,5,c5e7,FALSE
3,FALSE,FALSE,0,32,0,3,13,-1,5,6,5,c5d6,FALSE
3,FALSE,FALSE,0,32,0,0,16,-1,5,6,5,c5b6,FALSE
3,FALSE,FALSE,0,31,0,3,13,1,5,6,5,c5d4,FALSE
3,FALSE,FALSE,0,24,0,0,13,1,4,6,5,c5b4,FALSE
3,FALSE,FALSE,0,29,0,0,13,2,5,6,5,c5e3,FALSE
3,FALSE,FALSE,0,31,0,0,13,2,4,6,5,c5a3,FALSE
3,FALSE,FALSE,1,3,0,0,25,3,5,6,5,c5f2,FALSE
5,FALSE,FALSE,0,35,0,0,25,-4,4,6,5,h4d8,FALSE
5,FALSE,FALSE,0,35,0,0,25,-3,4,6,5,h4e7,FALSE
5,FALSE,FALSE,0,35,0,0,23,-2,4,6,5,h4h6,FALSE
5,FALSE,FALSE,0,35,0,3,23,-2,5,6,5,h4f6,FALSE
5,FALSE,FALSE,0,33,0,3,13,-1,5,6,5,h4h5,FALSE
5,FALSE,FALSE,0,34,0,3,14,-1,5,6,5,h4g5,FALSE
5,FALSE,FALSE,0,32,0,0,14,0,5,6,5,h4g4,FALSE
5,FALSE,FALSE,0,32,0,3,13,0,6,6,5,h4f4,FALSE
5,FALSE,FALSE,1,5,0,3,13,0,4,6,5,h4e4,FALSE
5,FALSE,FALSE,0,34,0,0,13,1,4,6,5,h4h3,FALSE
5,FALSE,FALSE,0,33,0,3,14,1,5,6,5,h4g3,FALSE
5,FALSE,FALSE,1,34,0,8,13,2,5,6,5,h4h2,FALSE
5,FALSE,FALSE,1,2,0,0,25,2,4,6,5,h4f2,FALSE
1,FALSE,FALSE,0,32,0,0,13,1,5,6,5,h7h6,FALSE
1,FALSE,FALSE,0,32,0,0,14,1,5,6,5,g7g6,FALSE
1,FALSE,FALSE,0,32,0,3,13,1,6,6,5,f7f6,FALSE
1,FALSE,FALSE,0,32,0,3,16,1,6,6,5,d7d6,FALSE
1,FALSE,FALSE,0,32,0,0,16,1,5,6,5,b7b6,FALSE
1,FALSE,FALSE,0,32,0,0,13,1,5,6,5,a7a6,FALSE
1,FALSE,FALSE,0,32,0,0,13,2,5,6,5,h7h5,FALSE
1,FALSE,FALSE,0,31,0,0,23,2,5,6,5,g7g5,FALSE
1,FALSE,FALSE,0,33,0,0,13,2,5,6,5,f7f5,FALSE
1,FALSE,FALSE,0,33,0,0,13,2,5,6,5,d7d5,FALSE
1,FALSE,FALSE,0,32,0,0,13,2,5,6,5,b7b5,FALSE
1,FALSE,FALSE,0,32,0,0,13,2,5,6,5,a7a5,FALSE
4,FALSE,FALSE,0,31,-1,0,19,0,7,7,6,h8g8,FALSE
4,FALSE,FALSE,0,31,-1,0,18,0,7,7,6,h8f8,FALSE
6,FALSE,FALSE,0,31,-2,0,14,0,7,7,6,e8f8,FALSE
6,FALSE,FALSE,0,31,-2,0,15,0,7,7,6,e8d8,FALSE
6,FALSE,FALSE,0,31,-2,0,16,1,7,7,6,e8e7,FALSE
2,FALSE,FALSE,0,31,0,0,19,2,7,7,6,b8a6,FALSE
2,FALSE,FALSE,0,31,0,0,13,-2,7,7,6,f6g8,FALSE
2,FALSE,FALSE,0,31,0,0,14,1,7,7,6,f6h5,FALSE
2,FALSE,FALSE,0,32,0,0,13,1,7,7,6,f6d5,FALSE
2,FALSE,FALSE,0,30,0,0,13,2,7,7,6,f6g4,FALSE
2,FALSE,FALSE,1,31,0,0,16,2,6,7,6,f6e4,FALSE
3,FALSE,FALSE,0,31,0,0,17,-3,6,7,6,c5f8,FALSE
3,FALSE,FALSE,0,31,0,0,16,-2,6,7,6,c5e7,FALSE
3,FALSE,FALSE,0,31,0,0,13,-1,7,7,6,c5d6,FALSE
3,FALSE,FALSE,0,31,0,0,16,-1,7,7,6,c5b6,FALSE
3,FALSE,FALSE,0,30,0,0,13,1,7,7,6,c5d4,FALSE
3,FALSE,FALSE,0,23,0,0,13,1,6,7,6,c5b4,FALSE
3,FALSE,FALSE,0,28,0,0,13,2,7,7,6,c5e3,FALSE
3,FALSE,FALSE,0,30,0,0,13,2,6,7,6,c5a3,FALSE
3,FALSE,FALSE,1,3,0,0,25,3,7,7,6,c5f2,FALSE
5,FALSE,FALSE,0,32,0,0,23,-2,7,7,6,h4h6,FALSE
5,FALSE,FALSE,0,32,0,0,25,-1,8,7,6,h4h5,TRUE
5,FALSE,FALSE,0,31,0,0,17,-1,8,7,6,h4g5,FALSE
5,FALSE,FALSE,0,31,0,0,23,0,7,7,6,h4g4,FALSE
5,FALSE,FALSE,0,30,0,0,13,0,8,7,6,h4f4,FALSE
5,FALSE,FALSE,1,5,0,0,22,0,7,7,6,h4e4,FALSE
5,FALSE,FALSE,0,31,0,0,13,1,7,7,6,h4h3,FALSE
5,FALSE,FALSE,0,32,0,0,14,1,8,7,6,h4g3,FALSE
5,FALSE,FALSE,1,32,0,5,13,2,8,7,6,h4h2,FALSE
5,FALSE,FALSE,1,2,0,0,25,2,7,7,6,h4f2,FALSE
6,FALSE,FALSE,0,31,-2,0,22,0,7,7,6,e8g8,FALSE
1,FALSE,FALSE,0,31,0,0,13,1,7,7,6,h7h6,FALSE
1,FALSE,FALSE,0,31,0,0,14,1,7,7,6,g7g6,FALSE
1,FALSE,FALSE,0,31,0,0,16,1,8,7,6,d7d6,FALSE
1,FALSE,FALSE,0,31,0,0,16,1,7,7,6,b7b6,FALSE
1,FALSE,FALSE,0,31,0,0,13,1,7,7,6,a7a6,FALSE
1,FALSE,FALSE,0,30,0,0,12,1,7,7,6,e6e5,FALSE
1,FALSE,FALSE,0,31,0,0,13,2,7,7,6,h7h5,FALSE
1,FALSE,FALSE,0,30,0,0,20,2,7,7,6,g7g5,FALSE
1,FALSE,FALSE,0,32,0,0,13,2,7,7,6,d7d5,FALSE
1,FALSE,FALSE,0,31,0,0,13,2,7,7,6,b7b5,FALSE
1,FALSE,FALSE,0,31,0,0,13,2,7,7,6,a7a5,FALSE
4,FALSE,FALSE,0,32,-1,0,31,0,8,8,7,h8g8,FALSE
4,FALSE,FALSE,0,32,-1,0,30,0,8,8,7,h8f8,FALSE
6,FALSE,FALSE,0,32,-2,0,26,0,8,8,7,e8f8,FALSE
6,FALSE,FALSE,0,32,-2,0,28,0,8,8,7,e8d8,FALSE
6,FALSE,FALSE,0,32,-2,0,28,1,8,8,7,e8e7,FALSE
2,FALSE,FALSE,0,32,0,0,28,2,8,8,7,b8a6,FALSE
2,FALSE,FALSE,0,32,0,0,16,-2,7,8,7,f6g8,FALSE
2,FALSE,FALSE,0,33,0,0,13,1,7,8,7,f6d5,FALSE
2,FALSE,FALSE,0,31,0,0,16,2,7,8,7,f6g4,FALSE
2,FALSE,FALSE,1,32,0,0,13,2,6,8,7,f6e4,FALSE
5,FALSE,FALSE,0,32,0,0,23,-1,7,8,7,h5h6,FALSE
5,FALSE,FALSE,0,32,0,0,23,-1,7,8,7,h5g6,FALSE
5,FALSE,FALSE,0,31,0,0,17,0,8,8,7,h5g5,FALSE
5,FALSE,FALSE,0,33,0,0,25,0,8,8,7,h5f5,FALSE
5,FALSE,FALSE,0,31,0,5,16,0,7,8,7,h5e5,FALSE
5,FALSE,FALSE,0,33,0,0,25,0,8,8,7,h5d5,FALSE
5,FALSE,FALSE,0,31,0,0,13,1,7,8,7,h5h4,FALSE
5,FALSE,FALSE,0,31,0,0,23,1,7,8,7,h5g4,FALSE
5,FALSE,FALSE,0,31,0,0,13,2,7,8,7,h5h3,FALSE
5,FALSE,FALSE,3,26,0,0,13,2,5,8,7,h5f3,FALSE
5,FALSE,FALSE,1,32,0,5,13,3,8,8,7,h5h2,FALSE
3,FALSE,FALSE,0,31,0,0,26,-3,7,8,7,c5f8,TRUE
3,FALSE,FALSE,0,31,0,0,25,-2,7,8,7,c5e7,FALSE
3,FALSE,FALSE,0,31,0,0,22,-1,7,8,7,c5d6,FALSE
3,FALSE,FALSE,0,31,0,0,25,-1,8,8,7,c5b6,FALSE
3,FALSE,FALSE,0,30,0,5,22,1,7,8,7,c5d4,FALSE
3,FALSE,FALSE,1,25,0,0,22,1,7,8,7,c5b4,FALSE
3,FALSE,FALSE,0,29,0,0,22,2,8,8,7,c5e3,FALSE
3,FALSE,FALSE,1,4,0,0,22,3,8,8,7,c5f2,FALSE
6,FALSE,FALSE,0,32,-2,0,34,0,8,8,7,e8g8,FALSE
1,FALSE,FALSE,0,32,0,0,25,1,8,8,7,h7h6,FALSE
1,FALSE,FALSE,0,32,0,0,23,1,8,8,7,g7g6,FALSE
1,FALSE,FALSE,0,32,0,0,25,1,8,8,7,d7d6,FALSE
1,FALSE,FALSE,0,32,0,0,25,1,8,8,7,b7b6,FALSE
1,FALSE,FALSE,0,32,0,0,25,1,8,8,7,a7a6,FALSE
1,FALSE,FALSE,0,31,0,0,22,1,8,8,7,e6e5,FALSE
1,FALSE,FALSE,0,31,0,0,20,2,7,8,7,g7g5,FALSE
1,FALSE,FALSE,0,33,0,0,22,2,8,8,7,d7d5,FALSE
1,FALSE,FALSE,0,31,0,0,25,2,8,8,7,b7b5,FALSE
1,FALSE,FALSE,0,33,0,0,25,2,8,8,7,a7a5,FALSE
4,FALSE,FALSE,0,33,-1,0,31,0,7,9,8,h8g8,FALSE
3,FALSE,FALSE,0,33,0,0,25,1,7,9,8,f8e7,FALSE
3,FALSE,FALSE,0,33,0,0,22,2,7,9,8,f8d6,FALSE
3,FALSE,FALSE,0,34,0,0,25,3,8,9,8,f8c5,FALSE
3,FALSE,FALSE,1,28,0,0,22,4,7,9,8,f8b4,FALSE
6,FALSE,FALSE,0,33,-2,0,29,0,7,9,8,e8d8,FALSE
6,FALSE,FALSE,0,33,-2,0,26,1,7,9,8,e8e7,FALSE
2,FALSE,FALSE,0,33,0,0,29,2,7,9,8,b8a6,TRUE
2,FALSE,FALSE,0,33,0,0,17,-2,6,9,8,f6g8,FALSE
2,FALSE,FALSE,0,34,0,0,17,1,6,9,8,f6d5,FALSE
2,FALSE,FALSE,0,32,0,0,17,2,6,9,8,f6g4,FALSE
2,FALSE,FALSE,1,33,0,0,14,2,5,9,8,f6e4,FALSE
5,FALSE,FALSE,0,33,0,0,26,-1,6,9,8,h5h6,FALSE
5,FALSE,FALSE,0,33,0,1,26,-1,6,9,8,h5g6,FALSE
5,FALSE,FALSE,0,32,0,1,17,0,7,9,8,h5g5,FALSE
5,FALSE,FALSE,0,34,0,0,26,0,7,9,8,h5f5,FALSE
5,FALSE,FALSE,0,32,0,5,17,0,7,9,8,h5e5,FALSE
5,FALSE,FALSE,0,34,0,0,26,0,8,9,8,h5d5,FALSE
5,FALSE,FALSE,0,34,0,0,26,0,8,9,8,h5c5,FALSE
5,FALSE,FALSE,0,32,0,0,26,0,7,9,8,h5b5,FALSE
5,FALSE,FALSE,0,34,0,0,17,0,7,9,8,h5a5,FALSE
5,FALSE,FALSE,0,32,0,0,17,1,6,9,8,h5h4,FALSE
5,FALSE,FALSE,0,32,0,1,26,1,6,9,8,h5g4,FALSE
5,FALSE,FALSE,0,32,0,1,17,2,6,9,8,h5h3,FALSE
5,FALSE,FALSE,3,30,0,1,17,2,4,9,8,h5f3,FALSE
5,FALSE,FALSE,1,32,0,6,17,3,7,9,8,h5h2,FALSE
1,FALSE,FALSE,0,33,0,0,26,1,7,9,8,h7h6,FALSE
1,FALSE,FALSE,0,33,0,0,23,1,7,9,8,g7g6,FALSE
1,FALSE,FALSE,0,33,0,0,26,1,7,9,8,d7d6,FALSE
1,FALSE,FALSE,0,33,0,0,26,1,7,9,8,b7b6,FALSE
1,FALSE,FALSE,0,33,0,0,26,1,7,9,8,a7a6,FALSE
1,FALSE,FALSE,0,32,0,0,26,1,8,9,8,e6e5,FALSE
1,FALSE,FALSE,0,34,0,0,26,1,8,9,8,c6c5,FALSE
1,FALSE,FALSE,0,32,0,0,23,2,6,9,8,g7g5,FALSE
1,FALSE,FALSE,0,34,0,0,26,2,7,9,8,d7d5,FALSE
1,FALSE,FALSE,0,32,0,0,26,2,7,9,8,b7b5,FALSE
1,FALSE,FALSE,0,34,0,0,26,2,7,9,8,a7a5,FALSE
4,FALSE,FALSE,0,31,1,0,34,0,7,10,9,h8g8,FALSE
3,FALSE,FALSE,0,31,2,0,28,1,7,10,9,f8e7,FALSE
3,FALSE,FALSE,0,31,2,0,25,2,7,10,9,f8d6,FALSE
3,FALSE,FALSE,0,32,2,0,28,3,8,10,9,f8c5,FALSE
3,FALSE,FALSE,1,31,2,0,28,4,7,10,9,f8b4,TRUE
6,FALSE,FALSE,0,31,0,0,29,0,7,10,9,e8d8,FALSE
6,FALSE,FALSE,0,31,0,0,29,1,7,10,9,e8e7,FALSE
4,FALSE,FALSE,0,31,1,0,33,0,7,10,9,a8b8,FALSE
2,FALSE,FALSE,0,31,2,0,20,-2,6,10,9,f6g8,FALSE
2,FALSE,FALSE,0,32,2,0,20,1,6,10,9,f6d5,FALSE
2,FALSE,FALSE,0,30,2,0,20,2,6,10,9,f6g4,FALSE
2,FALSE,FALSE,1,31,2,0,17,2,5,10,9,f6e4,FALSE
2,FALSE,FALSE,0,31,2,0,26,-2,7,10,9,a6b8,FALSE
2,FALSE,FALSE,0,31,2,0,31,-1,7,10,9,a6c7,FALSE
2,FALSE,FALSE,0,32,2,0,29,1,7,10,9,a6c5,FALSE
2,FALSE,FALSE,1,31,2,0,29,2,7,10,9,a6b4,FALSE
5,FALSE,FALSE,0,31,2,0,29,-1,6,10,9,h5h6,FALSE
5,FALSE,FALSE,0,31,2,0,29,-1,6,10,9,h5g6,FALSE
5,FALSE,FALSE,0,30,2,0,20,0,7,10,9,h5g5,FALSE
5,FALSE,FALSE,0,32,2,0,29,0,7,10,9,h5f5,FALSE
5,FALSE,FALSE,0,30,2,5,20,0,7,10,9,h5e5,FALSE
5,FALSE,FALSE,0,32,2,0,29,0,8,10,9,h5d5,FALSE
5,FALSE,FALSE,0,32,2,0,29,0,8,10,9,h5c5,FALSE
5,FALSE,FALSE,0,30,2,0,29,0,7,10,9,h5b5,FALSE
5,FALSE,FALSE,0,32,2,0,20,0,7,10,9,h5a5,FALSE
5,FALSE,FALSE,0,30,2,0,20,1,6,10,9,h5h4,FALSE
5,FALSE,FALSE,0,30,2,0,29,1,6,10,9,h5g4,FALSE
5,FALSE,FALSE,0,30,2,0,20,2,6,10,9,h5h3,FALSE
5,FALSE,FALSE,3,28,2,0,20,2,4,10,9,h5f3,FALSE
5,FALSE,FALSE,1,2,2,0,20,3,7,10,9,h5h2,FALSE
1,FALSE,FALSE,0,31,2,0,29,1,7,10,9,h7h6,FALSE
1,FALSE,FALSE,0,31,2,0,26,1,7,10,9,g7g6,FALSE
1,FALSE,FALSE,0,31,2,0,29,1,7,10,9,d7d6,FALSE
1,FALSE,FALSE,0,31,2,0,29,1,7,10,9,b7b6,FALSE
1,FALSE,FALSE,0,30,2,0,29,1,8,10,9,e6e5,FALSE
1,FALSE,FALSE,0,32,2,0,29,1,8,10,9,c6c5,FALSE
1,FALSE,FALSE,0,30,2,0,26,2,6,10,9,g7g5,FALSE
1,FALSE,FALSE,0,32,2,0,29,2,7,10,9,d7d5,FALSE
1,FALSE,FALSE,0,30,2,0,29,2,7,10,9,b7b5,FALSE
4,FALSE,FALSE,1,30,1,0,34,0,7,11,10,h8g8,FALSE
4,FALSE,FALSE,1,30,1,0,33,0,7,11,10,h8f8,FALSE
6,FALSE,FALSE,1,30,0,0,29,0,7,11,10,e8f8,FALSE
6,FALSE,FALSE,1,30,0,0,28,0,7,11,10,e8d8,FALSE
6,FALSE,FALSE,1,30,0,0,28,1,7,11,10,e8e7,FALSE
4,FALSE,FALSE,1,30,1,0,32,0,7,11,10,a8b8,FALSE
2,FALSE,FALSE,1,30,2,0,19,-2,6,11,10,f6g8,FALSE
2,FALSE,FALSE,1,31,2,0,19,1,6,11,10,f6d5,FALSE
2,FALSE,FALSE,1,29,2,0,19,2,6,11,10,f6g4,FALSE
2,FALSE,FALSE,2,30,2,0,16,2,5,11,10,f6e4,FALSE
2,FALSE,FALSE,1,30,2,0,22,-2,7,11,10,a6b8,FALSE
2,FALSE,FALSE,1,30,2,0,27,-1,7,11,10,a6c7,FALSE
2,FALSE,FALSE,1,30,2,0,25,1,7,11,10,a6c5,FALSE
5,FALSE,FALSE,1,30,2,0,29,-1,6,11,10,h5h6,FALSE
5,FALSE,FALSE,1,30,2,0,29,-1,6,11,10,h5g6,FALSE
5,FALSE,FALSE,1,29,2,0,20,0,7,11,10,h5g5,FALSE
5,FALSE,FALSE,1,31,2,0,28,0,7,11,10,h5f5,FALSE
5,FALSE,FALSE,1,29,2,5,19,0,7,11,10,h5e5,FALSE
5,FALSE,FALSE,1,31,2,0,28,0,8,11,10,h5d5,FALSE
5,FALSE,FALSE,1,30,2,0,28,0,8,11,10,h5c5,FALSE
5,FALSE,FALSE,1,30,2,0,28,0,7,11,10,h5b5,FALSE
5,FALSE,FALSE,1,30,2,0,28,0,7,11,10,h5a5,TRUE
5,FALSE,FALSE,1,29,2,0,19,1,6,11,10,h5h4,FALSE
5,FALSE,FALSE,1,29,2,0,29,1,6,11,10,h5g4,FALSE
5,FALSE,FALSE,1,29,2,0,19,2,6,11,10,h5h3,FALSE
5,FALSE,FALSE,4,26,2,0,19,2,4,11,10,h5f3,FALSE
5,FALSE,FALSE,2,2,2,0,19,3,7,11,10,h5h2,FALSE
3,FALSE,FALSE,1,30,2,0,29,-4,7,11,10,b4f8,FALSE
3,FALSE,FALSE,1,30,2,0,28,-3,7,11,10,b4e7,FALSE
3,FALSE,FALSE,1,30,2,0,25,-2,7,11,10,b4d6,FALSE
