piece_moved,is_check,mvv_lva,num_new_attacks,value_new_attacks,material_eval,mobility,castling,attack_undefended,defended,move_dist,center_control,move_clock,group_id,move,is_best_move
6,False,0,0,0,0,45,0,0,12,-1,5,22,70,e7d8,False
6,False,0,0,0,0,45,0,0,12,0,5,22,70,e7f7,False
2,False,0,0,0,0,45,0,0,9,-2,5,22,70,h5g7,False
2,False,0,0,0,0,46,0,0,12,-1,6,22,70,h5f6,False
2,True,0,2,3,0,5,0,0,18,1,5,22,70,h5f4,False
2,True,0,0,-3,0,5,0,0,12,2,6,22,70,h5g3,False
5,False,0,1,3,0,46,0,0,21,-2,7,22,70,h3f5,False
5,False,0,1,7,0,47,0,0,12,-1,7,22,70,h3h4,False
5,False,0,0,8,0,42,0,0,12,-1,7,22,70,h3g4,False
5,False,0,2,2,0,50,0,0,18,0,6,22,70,h3g3,False
5,True,-6,1,0,3,4,0,0,12,0,6,22,70,h3f3,False
5,False,-8,0,-2,1,47,0,0,12,1,6,22,70,h3h2,False
5,False,0,1,1,0,47,0,0,9,1,5,22,70,h3g2,False
5,True,0,1,2,0,3,0,0,9,2,5,22,70,h3f1,False
1,False,0,1,1,0,45,0,0,11,1,6,22,70,d7d6,False
1,False,0,1,9,0,43,0,0,10,1,6,22,70,c6c5,False
1,False,0,0,0,0,45,0,0,12,1,5,22,70,b5b4,False
1,False,0,0,0,0,44,0,0,12,1,5,22,70,a5a4,False
1,False,0,0,0,0,44,0,0,11,2,6,22,70,d7d5,False
4,False,0,-1,-1,0,45,0,1,9,0,5,23,71,f8h8,False
4,False,0,-1,-1,0,45,0,1,8,0,5,23,71,f8g8,False
4,False,0,-1,-1,0,45,0,1,13,0,5,23,71,f8e8,False
4,False,0,-1,-1,0,45,0,1,13,0,5,23,71,f8d8,False
4,False,0,0,0,0,45,0,1,13,1,5,23,71,f8f7,False
4,False,0,0,0,0,46,0,1,14,2,5,23,71,f8f6,False
4,False,0,1,1,0,43,0,1,16,3,6,23,71,f8f5,False
4,False,0,1,9,0,41,0,4,13,4,7,23,71,f8f4,False
4,False,0,0,0,0,43,0,1,22,5,5,23,71,f8f3,False
4,True,-4,0,-1,1,4,0,1,8,6,5,23,71,f8f2,False
3,False,0,0,0,0,45,0,1,15,1,5,23,71,c8b7,False
3,False,0,0,0,0,45,0,1,17,2,5,23,71,c8a6,False
4,False,0,0,0,0,45,0,1,12,0,5,23,71,a8b8,False
4,False,0,0,0,0,45,0,1,13,1,5,23,71,a8a7,False
4,False,0,0,0,0,45,0,1,18,2,5,23,71,a8a6,False
6,False,0,0,0,0,45,0,1,13,-1,5,23,71,e7e8,False
6,False,0,0,0,0,45,0,1,8,-1,5,23,71,e7d8,False
6,False,0,-1,-1,0,45,0,1,13,0,5,23,71,e7f7,False
2,False,0,0,0,0,45,0,1,13,-2,5,23,71,h5g7,False
2,False,0,-1,-1,0,46,0,1,16,-1,6,23,71,h5f6,False
2,True,0,1,2,0,5,0,4,25,1,5,23,71,h5f4,True
2,True,0,0,-3,0,5,0,1,16,2,6,23,71,h5g3,False
5,False,0,-1,-3,0,45,0,0,25,-2,7,23,71,h3f5,False
5,False,-6,-1,3,3,44,0,1,16,-1,7,23,71,h3h4,False
5,True,0,0,5,0,6,0,3,16,-1,7,23,71,h3g4,False
5,False,0,1,1,0,49,0,1,22,0,6,23,71,h3g3,False
5,True,0,-1,-4,0,4,0,0,25,0,6,23,71,h3f3,False
5,True,-6,1,6,3,5,0,9,14,0,7,23,71,h3e3,False
5,False,-8,-1,-3,1,44,0,0,13,1,6,23,71,h3h2,False
5,False,0,-2,-6,0,44,0,1,13,1,6,23,71,h3g2,False
5,True,0,-1,-2,0,3,0,0,13,2,5,23,71,h3f1,False
1,False,0,1,1,0,45,0,1,12,1,6,23,71,d7d6,False
1,False,0,1,9,0,43,0,1,11,1,6,23,71,c6c5,False
1,False,0,0,0,0,45,0,1,13,1,5,23,71,b5b4,False
1,False,0,0,0,0,44,0,1,13,1,5,23,71,a5a4,False
1,False,0,0,0,0,44,0,1,12,2,6,23,71,d7d5,False
4,False,0,-1,-3,0,44,0,3,9,0,4,24,72,f8h8,False
4,False,0,-1,-3,0,44,0,3,8,0,4,24,72,f8g8,False
4,False,0,-1,-3,0,44,0,3,13,0,4,24,72,f8e8,False
4,False,0,-1,-3,0,44,0,3,13,0,4,24,72,f8d8,False
4,False,0,0,0,0,44,0,3,13,1,4,24,72,f8f7,False
4,False,0,0,0,0,45,0,3,14,2,4,24,72,f8f6,False
4,False,0,1,1,0,42,0,3,13,3,5,24,72,f8f5,False
4,False,-2,1,7,3,39,0,13,8,4,6,24,72,f8f4,False
3,False,0,0,0,0,44,0,3,15,1,4,24,72,c8b7,False
3,False,0,0,0,0,44,0,3,17,2,4,24,72,c8a6,False
4,False,0,0,0,0,44,0,3,12,0,4,24,72,a8b8,False
4,False,0,0,0,0,44,0,3,13,1,4,24,72,a8a7,False
4,False,0,0,0,0,44,0,3,18,2,4,24,72,a8a6,False
6,False,0,0,0,0,44,0,3,13,-1,4,24,72,e7e8,False
6,False,0,0,0,0,44,0,3,8,-1,4,24,72,e7d8,False
6,False,0,-1,-3,0,44,0,3,13,0,4,24,72,e7f7,False
5,False,0,-1,-3,0,46,0,0,22,-2,6,24,72,h3f5,False
5,False,-6,-1,-5,3,44,0,0,14,-1,4,24,72,h3h4,True
5,True,0,-1,-4,0,6,0,3,13,-1,4,24,72,h3g4,False
5,False,0,1,1,0,48,0,4,13,0,4,24,72,h3g3,False
5,True,0,0,-3,0,5,0,0,13,0,5,24,72,h3f3,False
5,True,0,2,7,0,6,0,9,13,0,7,24,72,h3e3,False
5,True,-6,-1,2,3,3,0,9,13,0,6,24,72,h3d3,False
5,False,-8,-1,-3,1,47,0,3,13,1,4,24,72,h3h2,False
5,False,0,-1,-5,0,45,0,0,13,1,5,24,72,h3g2,False
5,True,0,0,-1,0,5,0,0,13,2,4,24,72,h3f1,False
1,False,0,1,1,0,44,0,3,12,1,5,24,72,d7d6,False
1,False,0,0,0,0,44,0,3,13,1,4,24,72,h6h5,False
1,False,0,1,9,0,42,0,12,11,1,5,24,72,c6c5,False
1,False,0,0,0,0,44,0,3,13,1,4,24,72,b5b4,False
1,False,0,0,0,0,43,0,3,13,1,4,24,72,a5a4,False
1,False,0,0,0,0,43,0,3,12,2,5,24,72,d7d5,False
4,False,0,0,0,0,45,0,1,9,0,7,25,73,f8h8,False
4,False,0,0,0,0,45,0,1,9,0,7,25,73,f8g8,False
4,False,0,0,0,0,45,0,1,14,0,7,25,73,f8e8,False
4,False,0,0,0,0,45,0,1,14,0,7,25,73,f8d8,False
4,False,0,0,0,0,44,0,1,14,1,7,25,73,f8f7,False
4,False,0,0,0,0,45,0,1,14,2,7,25,73,f8f6,False
4,False,0,1,1,0,42,0,1,14,3,8,25,73,f8f5,False
4,False,0,0,0,0,39,0,1,23,4,7,25,73,f8f4,False
4,False,0,1,3,0,43,0,1,9,5,7,25,73,f8f3,False
4,True,-4,0,-1,1,3,0,1,14,6,7,25,73,f8f2,False
3,False,0,0,0,0,44,0,1,16,1,7,25,73,c8b7,False
3,False,0,0,0,0,44,0,1,18,2,7,25,73,c8a6,False
4,False,0,0,0,0,44,0,1,13,0,7,25,73,a8b8,False
4,False,0,0,0,0,44,0,1,14,1,7,25,73,a8a7,False
4,False,0,0,0,0,44,0,1,19,2,7,25,73,a8a6,False
6,False,0,0,0,0,44,0,1,14,-1,7,25,73,e7e8,False
6,False,0,0,0,0,44,0,1,9,-1,7,25,73,e7d8,False
6,False,0,0,0,0,45,0,1,14,0,7,25,73,e7f7,False
5,False,0,-1,-9,0,46,0,0,23,-2,6,25,73,h4f6,False
5,True,0,1,-8,0,5,0,1,14,-1,6,25,73,h4h5,False
5,False,0,0,-6,0,44,0,0,23,-1,6,25,73,h4g5,False
5,True,0,0,-1,0,5,0,0,13,0,7,25,73,h4g4,False
5,False,0,2,4,0,40,0,1,23,0,8,25,73,h4f4,False
5,False,0,2,6,0,34,0,0,13,0,7,25,73,h4e4,False
5,False,0,2,2,9,31,0,6,13,0,5,25,73,h4d4,False
5,False,0,0,-6,0,42,0,1,14,1,5,25,73,h4h3,False
5,False,0,1,-5,0,47,0,1,13,1,6,25,73,h4g3,False
5,False,-8,-1,-9,1,41,0,0,14,2,6,25,73,h4h2,True
5,True,-8,0,-7,1,2,0,1,22,2,5,25,73,h4f2,False
1,False,0,1,1,0,44,0,1,13,1,8,25,73,d7d6,False
1,False,0,0,0,0,44,0,1,14,1,7,25,73,h6h5,False
1,False,0,0,0,0,42,0,1,12,1,7,25,73,c6c5,False
1,False,0,0,0,0,44,0,1,14,1,7,25,73,b5b4,False
1,False,0,0,0,0,43,0,1,14,1,7,25,73,a5a4,False
1,False,0,0,0,0,43,0,1,13,2,7,25,73,d7d5,False
4,False,0,0,0,0,43,0,0,9,0,6,26,74,f8h8,False
4,False,0,0,0,0,43,0,0,9,0,6,26,74,f8g8,False
4,False,0,0,0,0,43,0,0,14,0,6,26,74,f8e8,False
4,False,0,0,0,0,43,0,0,14,0,6,26,74,f8d8,False
4,False,0,0,0,0,43,0,0,14,1,6,26,74,f8f7,False
4,False,0,0,0,0,44,0,0,14,2,6,26,74,f8f6,False
4,False,0,0,0,0,41,0,0,14,3,6,26,74,f8f5,False
4,False,0,0,8,0,39,0,0,14,4,7,26,74,f8f4,False
4,False,0,1,3,0,43,0,0,9,5,6,26,74,f8f3,False
4,True,-4,0,-1,1,6,0,0,23,6,6,26,74,f8f2,False
3,False,0,0,0,0,43,0,0,16,1,6,26,74,c8b7,False
3,False,0,0,0,0,43,0,0,18,2,6,26,74,c8a6,False
4,False,0,0,0,0,43,0,0,13,0,6,26,74,a8b8,False
4,False,0,0,0,0,43,0,0,14,1,6,26,74,a8a7,False
4,False,0,0,0,0,43,0,0,19,2,6,26,74,a8a6,True
6,False,0,0,0,0,43,0,0,14,-1,6,26,74,e7e8,False
6,False,0,0,0,0,43,0,0,9,-1,6,26,74,e7d8,False
6,False,0,0,0,0,43,0,0,14,0,6,26,74,e7f7,False
5,False,0,0,0,0,43,0,0,14,-3,6,26,74,h2h5,False
5,False,-8,1,11,1,46,0,0,13,-3,7,26,74,h2e5,False
5,False,0,0,8,0,45,0,0,14,-2,7,26,74,h2h4,False
5,False,0,2,12,0,40,0,0,23,-2,8,26,74,h2f4,False
5,False,0,0,2,0,45,0,0,14,-1,5,26,74,h2h3,False
5,False,0,1,3,0,46,0,0,13,-1,6,26,74,h2g3,False
5,False,0,-1,-1,0,43,0,0,13,0,6,26,74,h2g2,False
5,True,-8,0,1,1,5,0,0,22,0,5,26,74,h2f2,False
5,False,0,0,4,0,42,0,0,14,1,6,26,74,h2h1,False
5,False,0,0,4,0,41,0,0,13,1,5,26,74,h2g1,False
1,False,0,0,0,0,43,0,0,13,1,6,26,74,d7d6,False
1,False,0,0,0,0,43,0,0,14,1,6,26,74,h6h5,False
1,False,0,1,9,0,41,0,0,12,1,7,26,74,c6c5,False
1,False,0,0,0,0,42,0,0,14,1,6,26,74,b5b4,False
1,False,0,0,0,0,42,0,0,14,1,6,26,74,a5a4,False
1,False,0,0,0,0,42,0,0,13,2,7,26,74,d7d5,False
4,False,0,0,0,0,44,0,0,14,0,6,27,75,f8h8,False
4,False,0,1,3,0,44,0,3,14,0,6,27,75,f8g8,False
4,False,0,0,0,0,44,0,0,19,0,6,27,75,f8e8,False
4,False,0,0,0,0,44,0,0,19,0,6,27,75,f8d8,False
4,False,0,0,0,0,43,0,0,16,1,6,27,75,f8f7,False
4,False,0,1,3,0,45,0,3,16,2,6,27,75,f8f6,False
4,False,0,0,0,0,40,0,0,16,3,6,27,75,f8f5,False
4,False,0,0,8,0,40,0,0,16,4,7,27,75,f8f4,False
4,False,0,1,3,0,44,0,0,11,5,6,27,75,f8f3,False
4,True,-4,0,-1,1,6,0,0,25,6,6,27,75,f8f2,False
3,False,0,0,0,0,44,0,0,16,1,6,27,75,c8b7,False
6,False,0,0,0,0,44,0,0,14,-1,6,27,75,e7d8,True
4,False,0,0,0,0,44,0,0,14,-2,6,27,75,a6a8,False
4,False,0,0,0,0,44,0,0,14,-1,6,27,75,a6a7,False
4,False,0,0,0,0,43,0,0,13,0,6,27,75,a6b6,False
5,False,0,1,3,0,44,0,3,19,-3,6,27,75,h2h5,False
5,False,-8,1,11,1,47,0,0,18,-3,7,27,75,h2e5,False
5,False,0,0,8,0,46,0,0,19,-2,7,27,75,h2h4,False
5,False,0,2,12,0,41,0,0,28,-2,8,27,75,h2f4,False
5,False,0,0,2,0,46,0,0,19,-1,5,27,75,h2h3,False
5,False,0,2,6,0,47,0,3,18,-1,6,27,75,h2g3,False
5,False,0,0,2,0,44,0,3,18,0,6,27,75,h2g2,False
5,True,-8,0,1,1,5,0,0,27,0,5,27,75,h2f2,False
5,False,0,0,4,0,43,0,0,19,1,6,27,75,h2h1,False
5,False,0,1,7,0,42,0,3,18,1,5,27,75,h2g1,False
1,False,0,0,0,0,44,0,0,19,1,6,27,75,d7d6,False
1,False,0,0,0,0,44,0,0,19,1,6,27,75,h6h5,False
1,False,0,1,9,0,42,0,0,17,1,7,27,75,c6c5,False
1,False,0,0,0,0,42,0,0,19,1,6,27,75,b5b4,False
1,False,0,0,0,0,43,0,0,19,1,6,27,75,a5a4,False
1,False,0,0,0,0,43,0,0,19,2,7,27,75,d7d5,False
4,False,0,0,0,0,45,0,0,14,0,6,28,76,f8h8,False
4,False,0,1,3,0,45,0,3,14,0,6,28,76,f8g8,False
4,False,0,0,0,0,45,0,0,19,0,6,28,76,f8e8,False
4,False,0,0,0,0,44,0,0,14,1,6,28,76,f8f7,False
4,False,0,1,3,0,46,0,3,14,2,6,28,76,f8f6,False
4,False,0,0,0,0,41,0,0,19,3,5,28,76,f8f5,False
4,False,0,-1,-1,0,43,0,0,19,4,7,28,76,f8f4,False
4,False,0,1,3,0,45,0,0,14,5,6,28,76,f8f3,False
4,True,-4,0,-1,1,6,0,0,28,6,6,28,76,f8f2,True
3,False,0,0,0,0,45,0,0,11,1,6,28,76,c8b7,False
4,False,0,0,0,0,45,0,0,9,-2,6,28,76,a6a8,False
4,False,0,0,0,0,45,0,0,9,-1,6,28,76,a6a7,False
4,False,0,0,0,0,44,0,0,8,0,6,28,76,a6b6,False
5,False,0,1,3,0,45,0,3,14,-3,6,28,76,h2h5,False
5,False,-8,2,16,1,47,0,14,13,-3,7,28,76,h2e5,False
5,False,0,-1,-1,0,47,0,0,14,-2,7,28,76,h2h4,False
5,False,0,1,3,0,40,0,0,28,-2,8,28,76,h2f4,False
5,False,0,0,2,0,47,0,0,14,-1,5,28,76,h2h3,False
5,False,0,2,6,0,48,0,3,13,-1,6,28,76,h2g3,False
5,False,0,0,2,0,45,0,3,13,0,6,28,76,h2g2,False
5,True,-8,0,1,1,5,0,0,27,0,5,28,76,h2f2,False
5,False,0,0,4,0,44,0,5,14,1,6,28,76,h2h1,False
5,False,0,1,7,0,43,0,8,13,1,5,28,76,h2g1,False
1,False,0,0,0,0,45,0,0,14,1,6,28,76,h6h5,False
1,False,0,1,9,0,43,0,0,12,1,7,28,76,c6c5,False
1,False,0,0,0,0,43,0,0,14,1,6,28,76,b5b4,False
1,False,0,0,0,0,44,0,0,14,1,6,28,76,a5a4,False
3,False,0,0,0,0,40,0,0,25,1,6,29,77,c8b7,False
4,False,0,0,0,0,40,0,0,23,-2,6,29,77,a6a8,False
4,False,0,0,0,0,40,0,0,23,-1,6,29,77,a6a7,False
4,False,0,0,0,0,39,0,0,22,0,6,29,77,a6b6,False
5,False,0,1,3,0,40,0,3,14,-3,6,29,77,h2h5,False
5,False,-8,2,16,1,38,0,14,13,-3,7,29,77,h2e5,False
5,False,0,-1,-1,0,38,0,0,19,-2,7,29,77,h2h4,False
5,False,0,1,3,0,36,0,0,28,-2,8,29,77,h2f4,False
5,False,0,0,2,0,30,0,0,14,-1,5,29,77,h2h3,False
5,False,0,2,6,0,30,0,3,18,-1,6,29,77,h2g3,True
5,False,0,0,2,0,39,0,3,27,0,6,29,77,h2g2,False
5,False,0,0,4,0,39,0,5,14,1,6,29,77,h2h1,False
5,False,0,1,7,0,39,0,8,18,1,5,29,77,h2g1,False
4,False,0,0,0,0,41,0,0,14,-6,6,29,77,f2f8,False
4,False,0,0,0,0,40,0,0,14,-5,6,29,77,f2f7,False
4,False,0,1,3,0,42,0,3,14,-4,6,29,77,f2f6,False
4,False,0,0,0,0,40,0,0,19,-3,6,29,77,f2f5,False
4,False,0,-1,-1,0,37,0,0,19,-2,7,29,77,f2f4,False
4,False,0,1,3,0,30,0,0,14,-1,6,29,77,f2f3,False
4,False,0,1,3,0,41,0,3,28,0,6,29,77,f2g2,False
4,False,0,1,3,0,41,0,0,28,0,6,29,77,f2e2,False
4,True,0,1,0,0,3,0,0,28,0,6,29,77,f2d2,False
4,False,0,0,0,0,40,0,0,28,0,6,29,77,f2c2,False
4,False,0,0,0,0,41,0,0,28,0,6,29,77,f2b2,False
4,False,-4,0,4,1,40,0,5,28,0,6,29,77,f2a2,False
4,False,0,1,5,0,39,0,5,14,1,6,29,77,f2f1,False
1,False,0,0,0,0,40,0,0,28,1,6,29,77,h6h5,False
1,False,0,1,9,0,37,0,0,26,1,7,29,77,c6c5,False
1,False,0,0,0,0,39,0,0,28,1,6,29,77,b5b4,False
1,False,0,0,0,0,39,0,0,28,1,6,29,77,a5a4,False
6,False,0,0,0,0,28,0,0,15,0,6,30,78,d8e8,False
3,False,0,0,0,0,28,0,0,15,1,6,30,78,c8b7,False
4,False,0,0,0,0,28,0,0,13,-2,6,30,78,a6a8,False
4,False,0,0,0,0,28,0,0,13,-1,6,30,78,a6a7,False
4,False,0,0,0,0,28,0,0,12,0,6,30,78,a6b6,False
5,False,0,-1,-1,0,38,0,3,13,-5,5,30,78,g3g8,False
5,False,0,0,0,0,38,0,3,14,-4,6,30,78,g3g7,False
5,True,0,0,-1,0,3,0,3,14,-3,6,30,78,g3g6,False
5,False,0,0,0,0,37,0,0,23,-2,6,30,78,g3g5,False
5,False,-8,1,13,1,36,0,14,13,-2,7,30,78,g3e5,False
5,False,0,-2,-4,0,36,0,0,19,-1,7,30,78,g3h4,False
5,False,0,-2,-4,0,36,0,0,13,-1,7,30,78,g3g4,False
5,False,0,0,0,0,34,0,0,28,-1,8,30,78,g3f4,False
5,False,0,-1,-1,0,28,0,0,14,0,5,30,78,g3h3,False
5,False,0,-1,-1,0,27,0,0,27,0,6,30,78,g3f3,True
5,True,-6,0,-3,3,1,0,0,19,0,8,30,78,g3e3,False
5,False,0,-1,-3,0,38,0,0,28,1,6,30,78,g3h2,False
5,False,0,-2,-4,0,37,0,0,27,1,6,30,78,g3g2,False
5,False,0,-1,1,0,37,0,5,18,2,5,30,78,g3g1,False
4,False,0,-1,-1,0,31,0,0,13,-6,6,30,78,f2f8,False
4,False,0,0,2,0,31,0,3,13,-5,6,30,78,f2f7,False
4,False,0,-1,-1,0,32,0,0,14,-4,6,30,78,f2f6,False
4,False,0,-1,-1,0,30,0,0,18,-3,6,30,78,f2f5,False
4,False,0,-2,-2,0,29,0,0,18,-2,7,30,78,f2f4,False
4,False,0,-1,-1,0,31,0,0,27,-1,6,30,78,f2f3,False
4,False,0,0,0,0,28,0,0,19,0,6,30,78,f2h2,False
4,False,0,0,0,0,28,0,0,27,0,6,30,78,f2g2,False
4,False,0,0,0,0,29,0,0,13,0,6,30,78,f2e2,False
4,True,0,1,0,0,3,0,0,13,0,6,30,78,f2d2,False
4,False,0,0,0,0,28,0,0,13,0,6,30,78,f2c2,False
4,False,0,0,0,0,28,0,0,13,0,6,30,78,f2b2,False
4,False,-4,0,4,1,27,0,5,13,0,6,30,78,f2a2,False
4,False,0,0,4,0,29,0,5,13,1,6,30,78,f2f1,False
1,False,0,0,0,0,28,0,0,18,1,6,30,78,h6h5,False
1,False,0,1,9,0,27,0,0,16,1,7,30,78,c6c5,False
1,False,0,0,0,0,27,0,0,18,1,6,30,78,b5b4,False
1,False,0,0,0,0,27,0,0,18,1,6,30,78,a5a4,False
6,False,0,0,0,0,30,0,0,24,0,6,31,79,d8e8,False
6,False,0,0,0,0,30,0,0,27,1,6,31,79,d8c7,False
3,False,0,0,0,0,30,0,0,24,1,6,31,79,c8b7,False
4,False,0,0,0,0,30,0,0,22,-2,6,31,79,a6a8,False
4,False,0,0,0,0,30,0,0,22,-1,6,31,79,a6a7,False
4,False,0,0,0,0,29,0,0,21,0,6,31,79,a6b6,False
5,False,0,0,6,0,38,0,0,28,-5,5,31,79,f3f8,False
5,False,0,0,0,0,38,0,3,27,-4,5,31,79,f3f7,False
5,False,0,0,-2,0,39,0,0,28,-3,6,31,79,f3f6,False
5,False,0,0,-2,0,38,0,0,14,-2,6,31,79,f3h5,False
5,True,0,2,1,0,3,0,3,27,-2,7,31,79,f3f5,False
5,True,0,2,7,0,4,0,1,22,-2,7,31,79,f3d5,False
5,False,0,-1,-3,0,36,0,0,13,-1,7,31,79,f3g4,False
5,False,0,1,1,0,34,0,0,28,-1,8,31,79,f3f4,False
5,True,0,3,4,0,3,0,3,13,-1,7,31,79,f3e4,False
5,False,0,0,0,0,31,0,0,14,0,5,31,79,f3h3,False
5,False,0,1,1,0,31,0,0,18,0,6,31,79,f3g3,False
5,True,-6,2,7,3,2,0,9,19,0,8,31,79,f3e3,False
5,False,0,-1,-3,0,37,0,0,27,1,6,31,79,f3g2,False
5,True,0,1,0,0,3,0,0,27,1,5,31,79,f3e2,True
5,False,0,0,2,0,37,0,5,14,2,6,31,79,f3h1,False
5,True,0,1,2,0,4,0,5,13,2,5,31,79,f3d1,False
4,False,0,0,0,0,30,0,0,14,0,6,31,79,f2h2,False
4,False,0,0,0,0,30,0,0,18,0,6,31,79,f2g2,False
4,False,0,0,0,0,30,0,0,18,0,6,31,79,f2e2,False
4,True,0,1,0,0,2,0,0,13,0,6,31,79,f2d2,False
4,False,0,1,9,0,29,0,0,13,0,6,31,79,f2c2,False
4,False,0,0,0,0,30,0,0,13,0,6,31,79,f2b2,False
4,False,-4,0,4,1,29,0,5,13,0,6,31,79,f2a2,False
4,False,0,0,4,0,30,0,5,27,1,6,31,79,f2f1,False
1,False,0,2,10,0,29,0,0,26,1,7,31,79,d7d6,False
1,False,0,0,0,0,30,0,0,28,1,6,31,79,h6h5,False
1,False,0,0,0,0,30,0,0,27,1,6,31,79,b5b4,False
1,False,0,0,0,0,29,0,0,27,1,6,31,79,a5a4,False
1,False,0,0,0,0,31,0,0,27,2,5,31,79,d7d5,False
6,False,0,0,0,0,37,0,0,24,0,5,32,80,d8e8,False
6,False,0,0,0,0,37,0,0,27,1,5,32,80,d8c7,False
3,False,0,0,0,0,37,0,0,24,1,5,32,80,c8b7,False
4,False,0,0,0,0,37,0,0,22,-2,5,32,80,a6a8,False
4,False,0,0,0,0,37,0,0,22,-1,5,32,80,a6a7,False
4,False,0,0,0,0,36,0,0,21,0,5,32,80,a6b6,False
4,False,0,0,0,0,38,0,0,13,-6,5,32,80,f2f8,False
4,False,0,1,3,0,38,0,3,13,-5,5,32,80,f2f7,False
4,False,0,0,0,0,39,0,0,14,-4,5,32,80,f2f6,False
4,False,0,1,1,0,34,0,0,18,-3,5,32,80,f2f5,False
4,False,0,0,0,0,35,0,0,13,-2,7,32,80,f2f4,False
4,False,0,0,0,0,30,0,0,18,-1,5,32,80,f2f3,False
4,False,0,0,0,0,38,0,0,28,0,5,32,80,f2h2,False
4,False,0,0,0,0,38,0,0,27,0,5,32,80,f2g2,False
4,False,0,1,5,0,36,0,5,18,1,5,32,80,f2f1,False
5,False,0,0,-2,0,38,0,0,14,-3,6,32,80,e2h5,False
5,False,0,-1,-3,0,37,0,0,13,-2,7,32,80,e2g4,False
5,True,0,1,6,0,1,0,0,22,-2,7,32,80,e2c4,False
5,False,0,0,0,0,31,0,0,27,-1,6,32,80,e2f3,False
5,True,-6,2,7,3,2,0,9,19,-1,8,32,80,e2e3,False
5,True,0,2,3,0,2,0,3,13,-1,7,32,80,e2d3,False
5,True,0,1,0,0,2,0,0,27,0,6,32,80,e2d2,False
5,True,0,1,0,0,2,0,3,27,0,6,32,80,e2c2,False
5,True,0,1,2,0,1,0,5,27,0,5,32,80,e2b2,True
5,False,-8,-1,1,1,36,0,5,27,0,5,32,80,e2a2,False
5,False,0,0,2,0,35,0,5,27,1,5,32,80,e2f1,False
5,True,0,2,5,0,5,0,5,18,1,5,32,80,e2e1,False
5,False,0,0,2,0,31,0,5,13,1,6,32,80,e2d1,False
1,False,0,2,10,0,36,0,0,26,1,6,32,80,d7d6,False
1,False,0,0,0,0,37,0,0,28,1,5,32,80,h6h5,False
1,True,0,1,0,0,3,0,0,27,1,5,32,80,b5b4,False
1,False,0,0,0,0,36,0,0,27,1,5,32,80,a5a4,False
1,False,0,0,0,0,38,0,0,27,2,5,32,80,d7d5,False
6,False,0,0,0,0,36,0,5,24,0,7,33,81,d8e8,False
6,False,0,0,0,0,36,0,5,27,1,7,33,81,d8c7,False
3,False,0,0,0,0,36,0,5,24,1,7,33,81,c8b7,False
4,False,0,0,0,0,36,0,5,22,-2,7,33,81,a6a8,False
4,False,0,0,0,0,36,0,5,22,-1,7,33,81,a6a7,False
4,False,0,0,0,0,35,0,5,21,0,7,33,81,a6b6,False
4,False,0,0,0,0,37,0,5,13,-6,7,33,81,f2f8,False
4,False,0,1,3,0,37,0,8,13,-5,7,33,81,f2f7,False
4,False,0,0,0,0,38,0,5,14,-4,7,33,81,f2f6,False
4,False,0,0,0,0,36,0,5,18,-3,7,33,81,f2f5,False
4,False,0,0,0,0,34,0,5,13,-2,8,33,81,f2f4,False
4,False,0,1,3,0,29,0,5,13,-1,7,33,81,f2f3,False
4,False,0,0,0,0,37,0,5,28,0,7,33,81,f2h2,False
4,False,0,0,0,0,37,0,5,27,0,7,33,81,f2g2,False
4,False,0,1,3,0,37,0,5,27,0,7,33,81,f2e2,False
4,True,0,1,0,0,2,0,5,27,0,7,33,81,f2d2,False
4,False,0,1,9,0,36,0,5,27,0,7,33,81,f2c2,False
4,False,0,0,0,0,35,0,5,13,1,7,33,81,f2f1,False
5,False,-8,1,11,1,36,0,5,13,-3,7,33,81,b2e5,False
5,True,0,3,12,0,3,0,14,13,-2,7,33,81,b2d4,False
5,False,0,-1,3,0,34,0,0,22,-2,7,33,81,b2b4,False
5,True,0,2,9,0,3,0,5,13,-1,7,33,81,b2c3,False
5,True,0,-1,-6,0,4,0,0,13,-1,5,33,81,b2b3,False
5,True,0,0,3,0,4,0,0,13,-1,5,33,81,b2a3,False
5,True,0,0,-3,0,3,0,0,27,0,5,33,81,b2e2,True
5,True,0,0,-3,0,2,0,0,27,0,5,33,81,b2d2,False
5,True,0,0,3,0,2,0,0,27,0,5,33,81,b2c2,False
5,False,-8,-2,-2,1,37,0,5,27,0,5,33,81,b2a2,False
5,False,0,1,11,0,32,0,5,13,1,5,33,81,b2c1,False
5,True,0,0,-1,0,4,0,5,13,1,5,33,81,b2b1,False
5,False,-4,-1,-5,5,29,0,1,13,1,7,33,81,b2a1,False
1,False,0,1,9,0,35,0,5,26,1,7,33,81,d7d6,False
1,False,0,0,0,0,36,0,5,27,1,7,33,81,h6h5,False
1,False,0,0,0,0,37,0,5,27,1,7,33,81,b5b4,False
1,False,0,0,0,0,35,0,5,27,1,7,33,81,a5a4,False
1,False,0,0,0,0,36,0,6,27,2,7,33,81,d7d5,False
6,False,0,0,0,0,38,0,0,24,0,5,34,82,d8e8,False
6,False,0,0,0,0,38,0,0,27,1,5,34,82,d8c7,False
3,False,0,0,0,0,38,0,0,24,1,5,34,82,c8b7,False
4,False,0,0,0,0,38,0,0,22,-2,5,34,82,a6a8,False
