Group ID,move,is_checkmate,is_draw,material_eval,mobility,castling,attack_undefended,move_clock,is_best_move
3,g7g5,False,False,0,30,0,0,4,False
3,f7f5,False,False,0,31,0,0,4,False
3,d7d5,False,False,0,31,0,0,4,False
3,b7b5,False,False,0,29,0,0,4,False
3,a7a5,False,False,0,30,0,0,4,False
4,g8h6,False,False,0,37,0,0,5,False
4,g8f6,False,False,0,37,0,0,5,True
4,e8f8,False,False,0,37,-2,0,5,False
4,d8c7,False,False,0,37,0,3,5,False
4,d8b6,False,False,0,37,0,0,5,False
4,d8a5,False,False,0,37,0,3,5,False
4,b8a6,False,False,0,37,0,0,5,False
4,e7f8,False,False,0,37,0,0,5,False
4,e7f6,False,False,0,37,0,3,5,False
4,e7d6,False,False,0,37,0,3,5,False
4,e7g5,False,False,0,37,0,0,5,False
4,e7c5,False,False,0,37,0,0,5,False
4,e7h4,False,False,0,34,0,0,5,False
4,e7b4,False,False,0,36,0,0,5,False
4,e7a3,False,False,0,36,0,0,5,False
4,h7h6,False,False,0,37,0,0,5,False
4,g7g6,False,False,0,37,0,0,5,False
4,f7f6,False,False,0,37,0,3,5,False
4,d7d6,False,False,0,37,0,3,5,False
4,b7b6,False,False,0,37,0,0,5,False
4,a7a6,False,False,0,37,0,0,5,False
4,c6c5,False,False,0,37,0,0,5,False
4,h7h5,False,False,0,37,0,0,5,False
4,g7g5,False,False,0,37,0,0,5,False
4,f7f5,False,False,0,38,0,0,5,False
4,d7d5,False,False,0,38,0,0,5,False
4,b7b5,False,False,0,36,0,0,5,False
4,a7a5,False,False,0,37,0,0,5,False
5,h8g8,False,False,0,44,-1,0,6,False
5,h8f8,False,False,0,44,-1,0,6,False
5,e8f8,False,False,0,44,-2,0,6,False
5,d8c7,False,False,0,44,0,0,6,False
5,d8b6,False,False,0,44,0,0,6,False
5,d8a5,False,False,0,39,0,0,6,False
5,b8a6,False,False,0,44,0,0,6,False
5,e7f8,False,False,0,44,0,0,6,False
5,e7d6,False,False,0,44,0,0,6,False
5,e7c5,False,False,0,45,0,0,6,False
5,e7b4,False,False,0,38,0,0,6,True
5,e7a3,False,False,0,43,0,0,6,False
5,f6g8,False,False,0,44,0,0,6,False
5,f6h5,False,False,0,44,0,0,6,False
5,f6d5,False,False,0,44,0,0,6,False
5,f6g4,False,False,0,42,0,0,6,False
5,f6e4,False,False,1,44,0,0,6,False
5,e8g8,False,False,0,44,-2,0,6,False
5,h7h6,False,False,0,44,0,0,6,False
5,g7g6,False,False,0,44,0,0,6,False
5,d7d6,False,False,0,44,0,0,6,False
5,b7b6,False,False,0,44,0,0,6,False
5,a7a6,False,False,0,44,0,0,6,False
5,c6c5,False,False,0,45,0,0,6,False
5,h7h5,False,False,0,44,0,0,6,False
5,g7g5,False,False,0,43,0,0,6,False
5,d7d5,False,False,0,44,0,0,6,False
5,b7b5,False,False,0,43,0,0,6,False
5,a7a5,False,False,0,44,0,0,6,False
6,h8g8,False,False,0,30,-1,0,7,False
6,h8f8,False,False,0,30,-1,0,7,False
6,e8f8,False,False,0,30,-2,0,7,False
6,e8e7,False,False,0,30,-2,0,7,False
6,d8e7,False,False,0,30,0,0,7,False
6,d8c7,False,False,0,30,0,0,7,False
6,d8b6,False,False,0,30,0,1,7,False
6,d8a5,False,False,0,30,0,0,7,False
6,b8a6,False,False,0,30,0,0,7,False
6,f6g8,False,False,0,30,0,0,7,False
6,f6h5,False,False,0,30,0,0,7,False
6,f6d5,False,False,0,30,0,0,7,False
6,f6g4,False,False,0,28,0,0,7,False
6,f6e4,False,False,1,28,0,0,7,False
6,b4f8,False,False,0,36,0,0,7,False
6,b4e7,False,False,0,36,0,0,7,False
6,b4d6,False,False,0,36,0,0,7,False
6,b4c5,False,False,0,37,0,1,7,False
6,b4a5,False,False,0,31,0,0,7,False
6,b4c3,False,False,3,4,0,2,7,True
6,b4a3,False,False,0,35,0,0,7,False
6,e8g8,False,False,0,30,-2,0,7,False
6,h7h6,False,False,0,30,0,0,7,False
6,g7g6,False,False,0,30,0,0,7,False
6,d7d6,False,False,0,30,0,0,7,False
6,b7b6,False,False,0,30,0,0,7,False
6,a7a6,False,False,0,30,0,0,7,False
6,e6e5,False,False,0,30,0,1,7,False
6,c6c5,False,False,0,31,0,1,7,False
6,h7h5,False,False,0,30,0,0,7,False
6,g7g5,False,False,0,29,0,0,7,False
6,d7d5,False,False,0,30,0,0,7,False
6,b7b5,False,False,0,30,0,0,7,False
6,a7a5,False,False,0,30,0,0,7,False
7,h8g8,False,False,3,23,-1,2,8,False
7,h8f8,False,False,3,23,-1,2,8,False
7,e8f8,False,False,3,23,-2,2,8,False
7,e8e7,False,False,3,23,-2,2,8,False
7,d8e7,False,False,3,23,0,2,8,False
7,d8c7,False,False,3,23,0,2,8,False
7,d8b6,False,False,3,23,0,2,8,False
7,d8a5,False,False,3,23,0,2,8,False
7,b8a6,False,False,3,23,0,2,8,False
7,f6g8,False,False,3,23,0,1,8,False
7,f6h5,False,False,3,23,0,1,8,False
7,f6d5,False,False,3,23,0,1,8,False
7,f6g4,False,False,3,22,0,1,8,False
7,f6e4,False,False,4,22,0,1,8,False
7,c3a5,False,False,3,26,0,1,8,False
7,c3d4,False,False,4,31,0,1,8,False
7,c3b4,False,False,3,24,0,1,8,False
7,c3d2,False,False,12,4,0,1,8,True
7,c3b2,False,False,4,32,0,7,8,False
7,e8g8,False,False,3,23,-2,2,8,False
7,h7h6,False,False,3,23,0,2,8,False
7,g7g6,False,False,3,23,0,2,8,False
7,d7d6,False,False,3,23,0,2,8,False
7,b7b6,False,False,3,23,0,2,8,False
7,a7a6,False,False,3,23,0,2,8,False
7,e6e5,False,False,3,23,0,2,8,False
7,c6c5,False,False,3,24,0,2,8,False
7,h7h5,False,False,3,23,0,2,8,False
7,g7g5,False,False,3,23,0,2,8,False
7,d7d5,False,False,3,23,0,2,8,False
7,b7b5,False,False,3,23,0,2,8,False
7,a7a5,False,False,3,23,0,2,8,False
8,h8g8,False,False,12,25,1,1,9,False
8,h8f8,False,False,12,25,1,1,9,False
8,e8f8,False,False,12,25,0,1,9,False
8,e8e7,False,False,12,25,0,1,9,False
8,d8e7,False,False,12,25,2,1,9,False
8,d8c7,False,False,12,25,2,1,9,False
8,d8b6,False,False,12,25,2,2,9,False
8,d8a5,False,False,12,24,2,1,9,False
8,b8a6,False,False,12,25,2,1,9,False
8,f6g8,False,False,12,25,2,0,9,False
8,f6h5,False,False,12,25,2,0,9,False
8,f6d5,False,False,12,25,2,0,9,False
8,f6g4,False,False,12,24,2,0,9,False
8,f6e4,False,False,13,23,2,0,9,False
8,d2h6,False,False,12,29,2,1,9,False
8,d2g5,False,False,12,28,2,1,9,False
8,d2a5,False,False,12,28,2,1,9,False
8,d2f4,False,False,12,26,2,1,9,False
8,d2b4,False,False,12,27,2,1,9,False
8,d2e3,False,False,12,27,2,2,9,False
8,d2c3,False,False,12,27,2,2,9,False
8,d2e1,False,False,12,29,2,1,9,False
8,d2c1,False,False,15,27,2,1,9,True
8,e8g8,False,False,12,25,0,1,9,False
8,h7h6,False,False,12,25,2,1,9,False
8,g7g6,False,False,12,25,2,1,9,False
8,d7d6,False,False,12,25,2,1,9,False
8,b7b6,False,False,12,25,2,1,9,False
8,a7a6,False,False,12,25,2,1,9,False
8,e6e5,False,False,12,25,2,2,9,False
8,c6c5,False,False,12,26,2,2,9,False
8,h7h5,False,False,12,25,2,1,9,False
8,g7g5,False,False,12,25,2,1,9,False
8,d7d5,False,False,12,25,2,1,9,False
8,b7b5,False,False,12,25,2,1,9,False
8,a7a5,False,False,12,25,2,1,9,False
9,h8g8,False,False,15,31,1,1,10,False
9,h8f8,False,False,15,31,1,1,10,False
9,e8f8,False,False,15,31,0,1,10,False
9,e8e7,False,False,15,31,0,1,10,False
9,d8e7,False,False,15,31,2,1,10,False
9,d8c7,False,False,15,31,2,1,10,False
9,d8b6,False,False,15,31,2,2,10,False
9,d8a5,False,False,15,30,2,1,10,False
9,b8a6,False,False,15,31,2,1,10,False
9,f6g8,False,False,15,31,2,0,10,False
9,f6h5,False,False,15,31,2,0,10,False
9,f6d5,False,False,15,31,2,0,10,False
9,f6g4,False,False,15,29,2,0,10,False
9,f6e4,False,False,16,30,2,0,10,False
9,c1h6,False,False,15,30,2,1,10,True
9,c1g5,False,False,15,30,2,1,10,False
9,c1f4,False,False,15,29,2,1,10,False
9,c1e3,False,False,15,31,2,2,10,False
9,c1d2,False,False,15,30,2,1,10,False
9,c1b2,False,False,16,30,2,7,10,False
9,e8g8,False,False,15,31,0,1,10,False
9,h7h6,False,False,15,31,2,1,10,False
9,g7g6,False,False,15,31,2,1,10,False
9,d7d6,False,False,15,31,2,1,10,False
9,b7b6,False,False,15,31,2,1,10,False
9,a7a6,False,False,15,31,2,1,10,False
9,e6e5,False,False,15,31,2,2,10,False
9,c6c5,False,False,15,32,2,2,10,False
9,h7h5,False,False,15,31,2,1,10,False
9,g7g5,False,False,15,31,2,1,10,False
9,d7d5,False,False,15,31,2,1,10,False
9,b7b5,False,False,15,31,2,1,10,False
9,a7a5,False,False,15,31,2,1,10,False
10,h8g8,False,False,15,27,1,0,11,False
10,h8f8,False,False,15,27,1,0,11,False
10,e8f8,False,False,15,27,0,0,11,False
10,e8e7,False,False,15,27,0,0,11,False
10,d8e7,False,False,15,27,2,0,11,False
10,d8c7,False,False,15,27,2,0,11,False
10,d8b6,False,False,15,27,2,1,11,False
10,d8a5,False,False,15,26,2,0,11,False
10,b8a6,False,False,15,27,2,0,11,False
10,h6g5,False,False,15,27,2,0,11,False
10,h6f4,False,False,15,26,2,0,11,False
10,h6e3,False,False,15,27,2,1,11,True
10,h6d2,False,False,15,27,2,0,11,False
10,h6c1,False,False,15,28,2,0,11,False
10,f6g8,False,False,15,27,2,0,11,False
10,f6h5,False,False,15,27,2,0,11,False
10,f6d5,False,False,15,27,2,0,11,False
10,f6g4,False,False,15,27,2,0,11,False
10,f6e4,False,False,16,27,2,0,11,False
10,e8g8,False,False,15,27,0,0,11,False
10,g7g6,False,False,15,27,2,0,11,False
10,d7d6,False,False,15,27,2,0,11,False
10,b7b6,False,False,15,27,2,0,11,False
10,a7a6,False,False,15,27,2,0,11,False
10,e6e5,False,False,15,27,2,1,11,False
10,c6c5,False,False,15,28,2,1,11,False
10,g7g5,False,False,15,29,2,0,11,False
10,d7d5,False,False,15,27,2,0,11,False
10,b7b5,False,False,15,27,2,0,11,False
10,a7a5,False,False,15,27,2,0,11,False
11,h8g8,False,False,15,25,1,1,12,False
11,h8f8,False,False,15,25,1,1,12,False
11,e8f8,False,False,15,25,0,1,12,False
11,e8e7,False,False,15,25,0,1,12,False
11,d8e7,False,False,15,25,2,1,12,False
11,d8c7,False,False,15,25,2,1,12,False
11,d8b6,False,False,15,25,2,2,12,False
11,d8a5,False,False,15,24,2,1,12,False
11,b8a6,False,False,15,25,2,1,12,False
11,f6g8,False,False,15,25,2,1,12,False
11,f6h5,False,False,15,25,2,1,12,False
11,f6d5,False,False,15,25,2,1,12,False
11,f6g4,False,False,15,25,2,1,12,False
11,f6e4,False,False,16,25,2,1,12,False
11,e3h6,False,False,15,25,2,0,12,False
11,e3g5,False,False,15,25,2,0,12,False
11,e3f4,False,False,15,24,2,0,12,False
11,e3d4,False,False,16,25,2,1,12,True
11,e3f2,False,False,15,25,2,1,12,False
11,e3d2,False,False,15,25,2,0,12,False
11,e3g1,False,False,15,24,2,1,12,False
11,e3c1,False,False,18,25,2,1,12,False
11,e8g8,False,False,15,25,0,1,12,False
11,h7h6,False,False,15,25,2,1,12,False
11,g7g6,False,False,15,25,2,1,12,False
11,d7d6,False,False,15,25,2,1,12,False
11,b7b6,False,False,15,25,2,1,12,False
11,a7a6,False,False,15,25,2,1,12,False
11,e6e5,False,False,15,25,2,1,12,False
11,c6c5,False,False,15,26,2,1,12,False
11,h7h5,False,False,15,25,2,1,12,False
11,g7g5,False,False,15,25,2,1,12,False
11,d7d5,False,False,15,25,2,1,12,False
11,b7b5,False,False,15,24,2,1,12,False
11,a7a5,False,False,15,25,2,1,12,False
12,h8g8,False,False,16,24,1,1,13,False
12,h8f8,False,False,16,24,1,1,13,False
12,e8f8,False,False,16,24,0,1,13,False
12,e8e7,False,False,16,24,0,1,13,False
12,d8e7,False,False,16,24,2,1,13,False
12,d8c7,False,False,16,24,2,1,13,False
12,d8b6,False,False,16,24,2,1,13,False
12,d8a5,False,False,16,22,2,1,13,False
12,b8a6,False,False,16,24,2,1,13,False
12,f6g8,False,False,16,24,2,1,13,False
12,f6h5,False,False,16,25,2,1,13,False
12,f6d5,False,False,16,25,2,1,13,False
12,f6g4,False,False,17,24,2,1,13,False
12,f6e4,False,False,17,23,2,1,13,False
12,d4b6,False,False,16,24,2,0,13,False
12,d4e5,False,False,16,23,2,1,13,False
12,d4c5,False,False,16,24,2,0,13,False
12,d4e3,False,False,16,23,2,0,13,False
12,d4c3,False,False,16,21,2,1,13,False
12,d4f2,False,False,16,23,2,0,13,False
12,d4b2,False,False,17,22,2,5,13,True
12,d4g1,False,False,16,22,2,0,13,False
12,e8g8,False,False,16,24,0,1,13,False
12,h7h6,False,False,16,24,2,1,13,False
12,g7g6,False,False,16,24,2,1,13,False
12,d7d6,False,False,16,24,2,1,13,False
12,b7b6,False,False,16,24,2,1,13,False
12,a7a6,False,False,16,24,2,1,13,False
12,e6e5,False,False,16,23,2,1,13,False
12,c6c5,False,False,16,24,2,1,13,False
12,h7h5,False,False,16,25,2,1,13,False
12,g7g5,False,False,16,23,2,1,13,False
12,d7d5,False,False,16,25,2,1,13,False
12,b7b5,False,False,16,23,2,1,13,False
12,a7a5,False,False,16,24,2,1,13,False
13,h8g8,False,False,17,23,1,5,14,False
13,h8f8,False,False,17,23,1,5,14,False
13,e8f8,False,False,17,23,0,5,14,False
13,e8e7,False,False,17,23,0,5,14,False
13,d8e7,False,False,17,23,2,5,14,False
13,d8c7,False,False,17,23,2,5,14,False
13,d8b6,False,False,17,23,2,5,14,False
13,d8a5,False,False,17,21,2,6,14,False
13,b8a6,False,False,17,23,2,5,14,False
13,f6g8,False,False,17,22,2,6,14,False
13,f6h5,False,False,17,22,2,6,14,False
13,f6d5,False,False,17,23,2,6,14,False
13,f6g4,False,False,17,23,2,6,14,False
13,f6e4,False,False,18,21,2,6,14,False
13,b2e5,False,False,17,22,2,5,14,False
13,b2d4,False,False,17,23,2,5,14,False
13,b2c3,False,False,17,19,2,5,14,False
13,b2a3,False,False,17,21,2,0,14,False
13,b2c1,False,False,20,22,2,1,14,False
13,b2a1,False,False,22,22,2,0,14,True
13,e8g8,False,False,17,23,0,5,14,False
13,h7h6,False,False,17,24,2,6,14,False
13,g7g6,False,False,17,22,2,5,14,False
13,d7d6,False,False,17,23,2,5,14,False
13,b7b6,False,False,17,23,2,5,14,False
13,a7a6,False,False,17,23,2,5,14,False
13,e6e5,False,False,17,22,2,5,14,False
13,c6c5,False,False,17,23,2,5,14,False
13,h7h5,False,False,17,24,2,5,14,False
13,d7d5,False,False,17,24,2,5,14,False
13,b7b5,False,False,17,22,2,5,14,False
13,a7a5,False,False,17,23,2,5,14,False
14,h8g8,False,False,22,27,1,0,15,False
14,h8f8,False,False,22,27,1,0,15,False
14,e8f8,False,False,22,27,0,0,15,False
14,e8e7,False,False,22,27,0,0,15,False
14,d8e7,False,False,22,27,2,0,15,False
14,d8c7,False,False,22,27,2,0,15,False
14,d8b6,False,False,22,27,2,0,15,False
14,d8a5,False,False,22,25,2,2,15,False
14,b8a6,False,False,22,27,2,0,15,False
14,f6g8,False,False,22,26,2,1,15,False
14,f6h5,False,False,22,26,2,1,15,False
14,f6d5,False,False,22,27,2,1,15,False
14,f6g4,False,False,22,27,2,1,15,False
14,f6e4,False,False,23,25,2,1,15,False
14,a1e5,False,False,22,26,2,0,15,False
14,a1d4,False,False,22,27,2,0,15,False
14,a1c3,False,False,22,23,2,0,15,True
14,a1b2,False,False,22,26,2,0,15,False
14,e8g8,False,False,22,27,0,0,15,False
14,h7h6,False,False,22,28,2,1,15,False
14,g7g6,False,False,22,26,2,0,15,False
14,d7d6,False,False,22,27,2,0,15,False
14,b7b6,False,False,22,27,2,0,15,False
14,a7a6,False,False,22,27,2,0,15,False
14,e6e5,False,False,22,26,2,0,15,False
14,c6c5,False,False,22,27,2,0,15,False
14,h7h5,False,False,22,28,2,0,15,False
14,d7d5,False,False,22,28,2,0,15,False
14,b7b5,False,False,22,26,2,0,15,False
14,a7a5,False,False,22,27,2,0,15,False
15,h8g8,False,False,22,24,1,0,16,False
15,h8f8,False,False,22,24,1,0,16,False
15,e8f8,False,False,22,24,0,0,16,False
15,e8e7,False,False,22,24,0,0,16,False
15,d8e7,False,False,22,24,2,3,16,False
15,d8c7,False,False,22,24,2,0,16,False
15,d8b6,False,False,22,24,2,3,16,False
15,d8a5,False,False,22,24,2,4,16,True
15,b8a6,False,False,22,24,2,3,16,False
15,f6g8,False,False,22,23,2,1,16,False
15,f6h5,False,False,22,23,2,1,16,False
15,f6d5,False,False,22,24,2,1,16,False
15,f6g4,False,False,22,24,2,1,16,False
15,f6e4,False,False,23,24,2,4,16,False
15,c3e5,False,False,22,27,2,0,16,False
15,c3a5,False,False,22,26,2,0,16,False
15,c3d4,False,False,22,28,2,3,16,False
15,c3b4,False,False,22,26,2,3,16,False
15,c3d2,False,False,22,26,2,1,16,False
15,c3b2,False,False,22,27,2,0,16,False
15,c3e1,False,False,22,27,2,0,16,False
15,c3a1,False,False,22,28,2,0,16,False
15,e8g8,False,False,22,24,0,0,16,False
15,h7h6,False,False,22,25,2,1,16,False
15,g7g6,False,False,22,23,2,0,16,False
15,d7d6,False,False,22,24,2,3,16,False
15,b7b6,False,False,22,24,2,3,16,False
15,a7a6,False,False,22,24,2,0,16,False
15,e6e5,False,False,22,23,2,0,16,False
15,h7h5,False,False,22,25,2,0,16,False
15,d7d5,False,False,22,25,2,0,16,False
15,b7b5,False,False,22,23,2,0,16,False
15,a7a5,False,False,22,24,2,0,16,False
16,h8g8,False,False,22,24,1,4,17,False
16,h8f8,False,False,22,24,1,4,17,False
16,e8f8,False,False,22,24,0,4,17,False
16,e8d8,False,False,22,24,0,4,17,False
16,e8e7,False,False,22,24,0,4,17,False
16,b8a6,False,False,22,24,2,4,17,False
16,f6g8,False,False,22,23,2,4,17,True
16,f6h5,False,False,22,23,2,4,17,False
16,f6d5,False,False,22,24,2,4,17,False
16,f6g4,False,False,22,24,2,4,17,False
16,f6e4,False,False,23,25,2,5,17,False
16,a5d8,False,False,22,24,2,0,17,False
16,a5c7,False,False,22,24,2,0,17,False
16,a5b6,False,False,22,24,2,3,17,False
16,a5a6,False,False,22,24,2,1,17,False
16,a5c5,False,False,25,18,2,1,17,False
16,a5b5,False,False,22,23,2,3,17,False
16,a5b4,False,False,22,24,2,3,17,False
16,a5a4,False,False,22,23,2,1,17,False
16,a5a3,False,False,22,21,2,4,17,False
16,a5a2,False,False,23,22,2,0,17,False
16,c3e5,False,False,22,25,2,4,17,False
16,c3d4,False,False,22,26,2,4,17,False
16,c3b4,False,False,22,26,2,4,17,False
16,c3d2,False,False,22,25,2,5,17,False
16,c3b2,False,False,22,25,2,4,17,False
16,c3e1,False,False,22,26,2,4,17,False
16,c3a1,False,False,22,26,2,4,17,False
16,e8g8,False,False,22,24,0,4,17,False
16,h7h6,False,False,22,25,2,5,17,False
16,g7g6,False,False,22,23,2,4,17,False
16,d7d6,False,False,22,24,2,4,17,False
16,b7b6,False,False,22,24,2,4,17,False
16,a7a6,False,False,22,24,2,4,17,False
16,e6e5,False,False,22,23,2,4,17,False
16,h7h5,False,False,22,25,2,4,17,False
16,d7d5,False,False,22,25,2,4,17,False
16,b7b5,False,False,22,23,2,1,17,False
17,g8e7,False,False,21,24,2,4,18,False
17,g8h6,False,False,21,25,2,4,18,False
17,g8f6,False,False,21,25,2,4,18,False
17,e8e7,False,False,21,24,0,4,18,False
17,b8a6,False,False,21,24,2,4,18,False
17,a5d8,False,False,21,24,2,3,18,False
17,a5c7,False,False,21,24,2,3,18,False
17,a5b6,False,False,21,24,2,3,18,False
17,a5a6,False,False,21,24,2,4,18,False
17,a5g5,False,False,22,23,2,3,18,False
17,a5f5,False,False,21,25,2,4,18,False
17,a5e5,False,False,21,23,2,3,18,False
17,a5d5,False,False,21,20,2,4,18,False
17,a5c5,False,False,21,24,2,3,18,False
17,a5b5,False,False,21,23,2,3,18,False
17,a5b4,False,False,21,24,2,3,18,False
17,a5a4,False,False,21,23,2,4,18,False
17,a5a3,False,False,21,21,2,4,18,False
17,a5a2,False,False,22,22,2,3,18,False
17,c3f6,False,False,21,27,2,4,18,False
17,c3e5,False,False,21,25,2,4,18,False
17,c3d4,False,False,21,26,2,4,18,False
17,c3b4,False,False,21,26,2,4,18,False
17,c3d2,False,False,21,25,2,4,18,False
17,c3b2,False,False,21,25,2,4,18,False
17,c3e1,False,False,21,26,2,4,18,False
17,c3a1,False,False,21,26,2,4,18,False
17,f7e6,False,False,24,17,2,2,18,False
17,d7e6,False,False,24,17,2,2,18,True
17,h7h6,False,False,21,25,2,4,18,False
17,g7g6,False,False,21,23,2,4,18,False
17,f7f6,False,False,21,25,2,4,18,False
17,d7d6,False,False,21,24,2,4,18,False
17,b7b6,False,False,21,24,2,4,18,False
17,a7a6,False,False,21,24,2,4,18,False
17,c6c5,False,False,21,24,2,4,18,False
17,h7h5,False,False,21,25,2,4,18,False
17,f7f5,False,False,21,26,2,4,18,False
17,d7d5,False,False,21,25,2,4,18,False
17,b7b5,False,False,21,23,2,4,18,False
18,g8e7,False,False,24,17,2,1,19,False
18,g8h6,False,False,24,18,2,1,19,False
18,g8f6,False,False,24,18,2,1,19,False
18,e8f8,False,False,24,17,0,1,19,False
18,e8d8,False,False,24,17,0,1,19,False
18,e8e7,False,False,24,17,0,1,19,False
18,e8d7,False,False,24,17,0,1,19,False
18,c8d7,False,False,24,17,2,1,19,False
18,b8d7,False,False,24,17,2,1,19,False
18,b8a6,False,False,24,17,2,1,19,False
18,a5d8,False,False,24,12,2,0,19,False
18,a5c7,False,False,24,17,2,1,19,False
18,a5b6,False,False,24,17,2,0,19,False
18,a5a6,False,False,24,17,2,1,19,False
18,a5g5,False,False,25,17,2,1,19,False
18,a5f5,False,False,24,17,2,1,19,False
18,a5e5,False,False,24,17,2,1,19,False
18,a5d5,False,False,24,13,2,1,19,False
18,a5c5,False,False,24,17,2,0,19,False
18,a5b5,False,False,24,16,2,0,19,False
18,a5b4,False,False,24,17,2,0,19,False
18,a5a4,False,False,24,16,2,1,19,False
18,a5a3,False,False,24,14,2,1,19,False
18,a5a2,False,False,25,15,2,0,19,True
18,c3f6,False,False,24,20,2,1,19,False
18,c3e5,False,False,24,19,2,2,19,False
18,c3d4,False,False,24,19,2,1,19,False
18,c3b4,False,False,24,19,2,1,19,False
18,c3d2,False,False,24,18,2,2,19,False
18,c3b2,False,False,24,18,2,1,19,False
18,c3e1,False,False,24,19,2,1,19,False
18,c3a1,False,False,24,19,2,1,19,False
18,h7h6,False,False,24,18,2,1,19,False
18,g7g6,False,False,24,16,2,1,19,False
18,f7f6,False,False,24,18,2,1,19,False
18,b7b6,False,False,24,17,2,1,19,False
18,a7a6,False,False,24,17,2,1,19,False
18,e6e5,False,False,24,17,2,2,19,False
18,c6c5,False,False,24,17,2,1,19,False
18,h7h5,False,False,24,18,2,1,19,False
18,f7f5,False,False,24,18,2,1,19,False
18,b7b5,False,False,24,16,2,1,19,False
19,g8e7,False,False,25,16,2,1,20,False
19,g8h6,False,False,25,16,2,1,20,False
19,g8f6,False,False,25,16,2,1,20,False
19,e8f8,False,False,25,16,0,1,20,False
19,e8d8,False,False,25,16,0,1,20,False
19,e8e7,False,False,25,16,0,1,20,False
19,e8d7,False,False,25,16,0,1,20,False
19,c8d7,False,False,25,16,2,1,20,False
19,b8d7,False,False,25,16,2,1,20,False
19,b8a6,False,False,25,16,2,1,20,False
19,c3f6,False,False,25,20,2,1,20,False
19,c3e5,False,False,25,20,2,2,20,False
19,c3a5,False,False,25,18,2,1,20,False
19,c3d4,False,False,25,20,2,1,20,False
19,c3b4,False,False,25,18,2,1,20,False
