group_id,move,piece_moved,is_checkmate,is_draw,material_eval,mobility,castling,attack_undefended,defended,move_dist,center_control,move_clock,is_best_move
1,g8h6,n,False,False,0,30,0,0,29,2,1,2,False
1,g8f6,n,False,False,0,30,0,1,29,2,3,2,False
1,b8c6,n,False,False,0,30,0,0,29,2,3,2,False
1,b8a6,n,False,False,0,30,0,0,29,2,1,2,False
1,h7h6,p,False,False,0,30,0,0,29,1,1,2,False
1,g7g6,p,False,False,0,30,0,0,29,1,1,2,False
1,f7f6,p,False,False,0,30,0,0,29,1,2,2,False
1,e7e6,p,False,False,0,30,0,0,29,1,2,2,True
1,d7d6,p,False,False,0,30,0,0,29,1,2,2,False
1,c7c6,p,False,False,0,30,0,0,29,1,2,2,False
1,b7b6,p,False,False,0,30,0,0,29,1,1,2,False
1,a7a6,p,False,False,0,30,0,0,29,1,1,2,False
1,h7h5,p,False,False,0,30,0,0,29,2,1,2,False
1,g7g5,p,False,False,0,30,0,0,28,2,1,2,False
1,f7f5,p,False,False,0,31,0,1,28,2,2,2,False
1,e7e5,p,False,False,0,29,0,0,28,2,2,2,False
1,d7d5,p,False,False,0,31,0,1,29,2,3,2,False
1,c7c5,p,False,False,0,30,0,0,28,2,2,2,False
1,b7b5,p,False,False,0,29,0,0,28,2,1,2,False
1,a7a5,p,False,False,0,30,0,0,29,2,1,2,False
2,g8e7,n,False,False,0,28,0,0,29,1,4,3,False
2,g8h6,n,False,False,0,28,0,0,29,2,4,3,False
2,g8f6,n,False,False,0,28,0,1,29,2,5,3,False
2,f8e7,b,False,False,0,28,0,0,28,1,4,3,False
2,f8d6,b,False,False,0,28,0,0,28,2,5,3,False
2,f8c5,b,False,False,0,28,0,0,25,3,5,3,False
2,f8b4,b,False,False,0,25,0,0,25,4,4,3,False
2,f8a3,b,False,False,0,27,0,0,25,5,4,3,False
2,e8e7,k,False,False,0,28,-2,0,29,1,4,3,False
2,d8e7,q,False,False,0,28,0,0,25,1,4,3,False
2,d8f6,q,False,False,0,28,0,0,25,2,6,3,False
2,d8g5,q,False,False,0,28,0,0,16,3,5,3,False
2,d8h4,q,False,False,0,27,0,1,16,4,5,3,False
2,b8c6,n,False,False,0,28,0,0,29,2,6,3,False
2,b8a6,n,False,False,0,28,0,0,29,2,4,3,False
2,h7h6,p,False,False,0,28,0,0,29,1,4,3,False
2,g7g6,p,False,False,0,28,0,0,29,1,4,3,False
2,f7f6,p,False,False,0,28,0,0,29,1,5,3,False
2,d7d6,p,False,False,0,28,0,0,29,1,5,3,False
2,c7c6,p,False,False,0,28,0,0,29,1,4,3,True
2,b7b6,p,False,False,0,28,0,0,29,1,4,3,False
2,a7a6,p,False,False,0,28,0,0,29,1,4,3,False
2,e6e5,p,False,False,0,27,0,0,28,1,4,3,False
2,h7h5,p,False,False,0,28,0,0,29,2,4,3,False
2,g7g5,p,False,False,0,28,0,0,29,2,4,3,False
2,f7f5,p,False,False,0,29,0,1,29,2,5,3,False
2,d7d5,p,False,False,0,29,0,1,29,2,5,3,False
2,c7c5,p,False,False,0,28,0,0,29,2,5,3,False
2,b7b5,p,False,False,0,27,0,0,28,2,4,3,False
2,a7a5,p,False,False,0,28,0,0,29,2,4,3,False
3,g8e7,n,False,False,0,35,0,0,29,1,2,4,False
3,g8h6,n,False,False,0,35,0,0,29,2,2,4,False
3,g8f6,n,False,False,0,35,0,1,29,2,3,4,False
3,f8e7,b,False,False,0,35,0,0,28,1,2,4,False
3,f8d6,b,False,False,0,35,0,3,25,2,3,4,False
3,f8c5,b,False,False,0,35,0,0,25,3,3,4,False
3,f8b4,b,False,False,0,32,0,0,25,4,2,4,False
3,f8a3,b,False,False,0,34,0,0,25,5,2,4,False
3,e8e7,k,False,False,0,35,-2,0,29,1,2,4,False
3,d8e7,q,False,False,0,35,0,0,26,1,2,4,False
3,d8c7,q,False,False,0,35,0,3,20,1,3,4,False
3,d8f6,q,False,False,0,35,0,3,26,2,3,4,False
3,d8b6,q,False,False,0,35,0,0,26,2,3,4,False
3,d8g5,q,False,False,0,35,0,3,17,3,3,4,False
3,d8a5,q,False,False,0,33,0,3,17,3,3,4,False
3,d8h4,q,False,False,0,32,0,1,17,4,3,4,True
3,b8a6,n,False,False,0,35,0,0,29,2,2,4,False
3,h7h6,p,False,False,0,35,0,0,29,1,2,4,False
3,g7g6,p,False,False,0,35,0,0,29,1,2,4,False
3,f7f6,p,False,False,0,35,0,3,29,1,3,4,False
3,d7d6,p,False,False,0,35,0,3,29,1,3,4,False
3,b7b6,p,False,False,0,35,0,0,29,1,2,4,False
3,a7a6,p,False,False,0,35,0,0,29,1,2,4,False
3,c6c5,p,False,False,0,35,0,0,29,1,3,4,False
3,h7h5,p,False,False,0,35,0,0,29,2,2,4,False
3,g7g5,p,False,False,0,35,0,0,29,2,2,4,False
3,f7f5,p,False,False,0,36,0,1,29,2,3,4,False
3,d7d5,p,False,False,0,36,0,1,29,2,3,4,False
3,b7b5,p,False,False,0,34,0,0,29,2,2,4,False
3,a7a5,p,False,False,0,35,0,0,29,2,2,4,False
4,g8e7,n,False,False,0,34,0,0,20,1,4,5,False
4,g8h6,n,False,False,0,34,0,0,17,2,4,5,False
4,g8f6,n,False,False,0,34,0,0,17,2,4,5,False
4,f8e7,b,False,False,0,34,0,0,25,1,4,5,False
4,f8d6,b,False,False,0,34,0,3,13,2,5,5,False
4,f8c5,b,False,False,0,34,0,0,13,3,5,5,True
4,f8b4,b,False,False,0,6,0,0,13,4,4,5,False
4,f8a3,b,False,False,0,33,0,0,13,5,4,5,False
4,e8d8,k,False,False,0,34,-2,0,16,0,4,5,False
4,e8e7,k,False,False,0,34,-2,0,17,1,4,5,False
4,b8a6,n,False,False,0,34,0,0,20,2,4,5,False
4,h4d8,q,False,False,0,37,0,0,29,-4,3,5,False
4,h4e7,q,False,False,0,37,0,0,26,-3,3,5,False
4,h4h6,q,False,False,0,36,0,0,26,-2,3,5,False
4,h4f6,q,False,False,0,37,0,3,26,-2,4,5,False
4,h4h5,q,False,False,0,36,0,3,17,-1,4,5,False
4,h4g5,q,False,False,0,35,0,3,17,-1,4,5,False
4,h4g4,q,False,False,0,34,0,0,17,0,4,5,False
4,h4f4,q,False,False,0,33,0,3,17,0,5,5,False
4,h4e4,q,False,False,1,5,0,3,17,0,4,5,False
4,h4h3,q,False,False,0,36,0,0,17,1,3,5,False
4,h4g3,q,False,False,0,35,0,3,17,1,4,5,False
4,h4h2,q,False,False,1,36,0,8,17,2,4,5,False
4,h4f2,q,False,False,1,1,0,0,17,2,4,5,False
4,h7h6,p,False,False,0,34,0,0,17,1,4,5,False
4,g7g6,p,False,False,0,34,0,0,17,1,4,5,False
4,f7f6,p,False,False,0,34,0,3,17,1,5,5,False
4,d7d6,p,False,False,0,34,0,3,17,1,5,5,False
4,b7b6,p,False,False,0,34,0,0,17,1,4,5,False
4,a7a6,p,False,False,0,34,0,0,17,1,4,5,False
4,c6c5,p,False,False,0,34,0,0,17,1,5,5,False
4,h7h5,p,False,False,0,34,0,0,17,2,4,5,False
4,g7g5,p,False,False,0,33,0,0,26,2,4,5,False
4,f7f5,p,False,False,0,35,0,0,17,2,4,5,False
4,d7d5,p,False,False,0,35,0,0,17,2,4,5,False
4,b7b5,p,False,False,0,34,0,0,17,2,4,5,False
4,a7a5,p,False,False,0,34,0,0,17,2,4,5,False
5,g8e7,n,False,False,0,32,0,0,16,1,5,6,False
5,g8h6,n,False,False,0,32,0,0,13,2,5,6,False
5,g8f6,n,False,False,0,32,0,0,13,2,5,6,True
5,e8f8,k,False,False,0,32,-2,0,14,0,5,6,False
5,e8d8,k,False,False,0,32,-2,0,15,0,5,6,False
5,e8e7,k,False,False,0,32,-2,0,13,1,5,6,False
5,b8a6,n,False,False,0,32,0,0,19,2,5,6,False
5,c5f8,b,False,False,0,32,0,0,17,-3,4,6,False
5,c5e7,b,False,False,0,32,0,0,25,-2,4,6,False
5,c5d6,b,False,False,0,32,0,3,13,-1,5,6,False
5,c5b6,b,False,False,0,32,0,0,16,-1,5,6,False
5,c5d4,b,False,False,0,31,0,3,13,1,5,6,False
5,c5b4,b,False,False,0,24,0,0,13,1,4,6,False
5,c5e3,b,False,False,0,29,0,0,13,2,5,6,False
5,c5a3,b,False,False,0,31,0,0,13,2,4,6,False
5,c5f2,b,False,False,1,3,0,0,25,3,5,6,False
5,h4d8,q,False,False,0,35,0,0,25,-4,4,6,False
5,h4e7,q,False,False,0,35,0,0,25,-3,4,6,False
5,h4h6,q,False,False,0,35,0,0,23,-2,4,6,False
5,h4f6,q,False,False,0,35,0,3,23,-2,5,6,False
5,h4h5,q,False,False,0,33,0,3,13,-1,5,6,False
5,h4g5,q,False,False,0,34,0,3,14,-1,5,6,False
5,h4g4,q,False,False,0,32,0,0,14,0,5,6,False
5,h4f4,q,False,False,0,32,0,3,13,0,6,6,False
5,h4e4,q,False,False,1,5,0,3,13,0,4,6,False
5,h4h3,q,False,False,0,34,0,0,13,1,4,6,False
5,h4g3,q,False,False,0,33,0,3,14,1,5,6,False
5,h4h2,q,False,False,1,34,0,8,13,2,5,6,False
5,h4f2,q,False,False,1,2,0,0,25,2,4,6,False
5,h7h6,p,False,False,0,32,0,0,13,1,5,6,False
5,g7g6,p,False,False,0,32,0,0,14,1,5,6,False
5,f7f6,p,False,False,0,32,0,3,13,1,6,6,False
5,d7d6,p,False,False,0,32,0,3,16,1,6,6,False
5,b7b6,p,False,False,0,32,0,0,16,1,5,6,False
5,a7a6,p,False,False,0,32,0,0,13,1,5,6,False
5,h7h5,p,False,False,0,32,0,0,13,2,5,6,False
5,g7g5,p,False,False,0,31,0,0,23,2,5,6,False
5,f7f5,p,False,False,0,33,0,0,13,2,5,6,False
5,d7d5,p,False,False,0,33,0,0,13,2,5,6,False
5,b7b5,p,False,False,0,32,0,0,13,2,5,6,False
5,a7a5,p,False,False,0,32,0,0,13,2,5,6,False
6,h8g8,r,False,False,0,31,-1,0,19,0,7,7,False
6,h8f8,r,False,False,0,31,-1,0,18,0,7,7,False
6,e8f8,k,False,False,0,31,-2,0,14,0,7,7,False
6,e8d8,k,False,False,0,31,-2,0,15,0,7,7,False
6,e8e7,k,False,False,0,31,-2,0,16,1,7,7,False
6,b8a6,n,False,False,0,31,0,0,19,2,7,7,False
6,f6g8,n,False,False,0,31,0,0,13,-2,7,7,False
6,f6h5,n,False,False,0,31,0,0,14,1,7,7,False
6,f6d5,n,False,False,0,32,0,0,13,1,7,7,False
6,f6g4,n,False,False,0,30,0,0,13,2,7,7,False
6,f6e4,n,False,False,1,31,0,0,16,2,6,7,False
6,c5f8,b,False,False,0,31,0,0,17,-3,6,7,False
6,c5e7,b,False,False,0,31,0,0,16,-2,6,7,False
6,c5d6,b,False,False,0,31,0,0,13,-1,7,7,False
6,c5b6,b,False,False,0,31,0,0,16,-1,7,7,False
6,c5d4,b,False,False,0,30,0,0,13,1,7,7,False
6,c5b4,b,False,False,0,23,0,0,13,1,6,7,False
6,c5e3,b,False,False,0,28,0,0,13,2,7,7,False
6,c5a3,b,False,False,0,30,0,0,13,2,6,7,False
6,c5f2,b,False,False,1,3,0,0,25,3,7,7,False
6,h4h6,q,False,False,0,32,0,0,23,-2,7,7,False
6,h4h5,q,False,False,0,32,0,0,25,-1,8,7,True
6,h4g5,q,False,False,0,31,0,0,17,-1,8,7,False
6,h4g4,q,False,False,0,31,0,0,23,0,7,7,False
6,h4f4,q,False,False,0,30,0,0,13,0,8,7,False
6,h4e4,q,False,False,1,5,0,0,22,0,7,7,False
6,h4h3,q,False,False,0,31,0,0,13,1,7,7,False
6,h4g3,q,False,False,0,32,0,0,14,1,8,7,False
6,h4h2,q,False,False,1,32,0,5,13,2,8,7,False
6,h4f2,q,False,False,1,2,0,0,25,2,7,7,False
6,e8g8,k,False,False,0,31,-2,0,22,0,7,7,False
6,h7h6,p,False,False,0,31,0,0,13,1,7,7,False
6,g7g6,p,False,False,0,31,0,0,14,1,7,7,False
6,d7d6,p,False,False,0,31,0,0,16,1,8,7,False
6,b7b6,p,False,False,0,31,0,0,16,1,7,7,False
6,a7a6,p,False,False,0,31,0,0,13,1,7,7,False
6,e6e5,p,False,False,0,30,0,0,12,1,7,7,False
6,h7h5,p,False,False,0,31,0,0,13,2,7,7,False
6,g7g5,p,False,False,0,30,0,0,20,2,7,7,False
6,d7d5,p,False,False,0,32,0,0,13,2,7,7,False
6,b7b5,p,False,False,0,31,0,0,13,2,7,7,False
6,a7a5,p,False,False,0,31,0,0,13,2,7,7,False
7,h8g8,r,False,False,0,32,-1,0,31,0,8,8,False
7,h8f8,r,False,False,0,32,-1,0,30,0,8,8,False
7,e8f8,k,False,False,0,32,-2,0,26,0,8,8,False
7,e8d8,k,False,False,0,32,-2,0,28,0,8,8,False
7,e8e7,k,False,False,0,32,-2,0,28,1,8,8,False
7,b8a6,n,False,False,0,32,0,0,28,2,8,8,False
7,f6g8,n,False,False,0,32,0,0,16,-2,7,8,False
7,f6d5,n,False,False,0,33,0,0,13,1,7,8,False
7,f6g4,n,False,False,0,31,0,0,16,2,7,8,False
7,f6e4,n,False,False,1,32,0,0,13,2,6,8,False
7,h5h6,q,False,False,0,32,0,0,23,-1,7,8,False
7,h5g6,q,False,False,0,32,0,0,23,-1,7,8,False
7,h5g5,q,False,False,0,31,0,0,17,0,8,8,False
7,h5f5,q,False,False,0,33,0,0,25,0,8,8,False
7,h5e5,q,False,False,0,31,0,5,16,0,7,8,False
7,h5d5,q,False,False,0,33,0,0,25,0,8,8,False
7,h5h4,q,False,False,0,31,0,0,13,1,7,8,False
7,h5g4,q,False,False,0,31,0,0,23,1,7,8,False
7,h5h3,q,False,False,0,31,0,0,13,2,7,8,False
7,h5f3,q,False,False,3,26,0,0,13,2,5,8,False
7,h5h2,q,False,False,1,32,0,5,13,3,8,8,False
7,c5f8,b,False,False,0,31,0,0,26,-3,7,8,True
7,c5e7,b,False,False,0,31,0,0,25,-2,7,8,False
7,c5d6,b,False,False,0,31,0,0,22,-1,7,8,False
7,c5b6,b,False,False,0,31,0,0,25,-1,8,8,False
7,c5d4,b,False,False,0,30,0,5,22,1,7,8,False
7,c5b4,b,False,False,1,25,0,0,22,1,7,8,False
7,c5e3,b,False,False,0,29,0,0,22,2,8,8,False
7,c5f2,b,False,False,1,4,0,0,22,3,8,8,False
7,e8g8,k,False,False,0,32,-2,0,34,0,8,8,False
7,h7h6,p,False,False,0,32,0,0,25,1,8,8,False
7,g7g6,p,False,False,0,32,0,0,23,1,8,8,False
7,d7d6,p,False,False,0,32,0,0,25,1,8,8,False
7,b7b6,p,False,False,0,32,0,0,25,1,8,8,False
7,a7a6,p,False,False,0,32,0,0,25,1,8,8,False
7,e6e5,p,False,False,0,31,0,0,22,1,8,8,False
7,g7g5,p,False,False,0,31,0,0,20,2,7,8,False
7,d7d5,p,False,False,0,33,0,0,22,2,8,8,False
7,b7b5,p,False,False,0,31,0,0,25,2,8,8,False
7,a7a5,p,False,False,0,33,0,0,25,2,8,8,False
8,h8g8,r,False,False,0,33,-1,0,31,0,7,9,False
8,f8e7,b,False,False,0,33,0,0,25,1,7,9,False
8,f8d6,b,False,False,0,33,0,0,22,2,7,9,False
8,f8c5,b,False,False,0,34,0,0,25,3,8,9,False
8,f8b4,b,False,False,1,28,0,0,22,4,7,9,False
8,e8d8,k,False,False,0,33,-2,0,29,0,7,9,False
8,e8e7,k,False,False,0,33,-2,0,26,1,7,9,False
8,b8a6,n,False,False,0,33,0,0,29,2,7,9,True
8,f6g8,n,False,False,0,33,0,0,17,-2,6,9,False
8,f6d5,n,False,False,0,34,0,0,17,1,6,9,False
8,f6g4,n,False,False,0,32,0,0,17,2,6,9,False
8,f6e4,n,False,False,1,33,0,0,14,2,5,9,False
8,h5h6,q,False,False,0,33,0,0,26,-1,6,9,False
8,h5g6,q,False,False,0,33,0,1,26,-1,6,9,False
8,h5g5,q,False,False,0,32,0,1,17,0,7,9,False
8,h5f5,q,False,False,0,34,0,0,26,0,7,9,False
8,h5e5,q,False,False,0,32,0,5,17,0,7,9,False
8,h5d5,q,False,False,0,34,0,0,26,0,8,9,False
8,h5c5,q,False,False,0,34,0,0,26,0,8,9,False
8,h5b5,q,False,False,0,32,0,0,26,0,7,9,False
8,h5a5,q,False,False,0,34,0,0,17,0,7,9,False
8,h5h4,q,False,False,0,32,0,0,17,1,6,9,False
8,h5g4,q,False,False,0,32,0,1,26,1,6,9,False
8,h5h3,q,False,False,0,32,0,1,17,2,6,9,False
8,h5f3,q,False,False,3,30,0,1,17,2,4,9,False
8,h5h2,q,False,False,1,32,0,6,17,3,7,9,False
8,h7h6,p,False,False,0,33,0,0,26,1,7,9,False
8,g7g6,p,False,False,0,33,0,0,23,1,7,9,False
8,d7d6,p,False,False,0,33,0,0,26,1,7,9,False
8,b7b6,p,False,False,0,33,0,0,26,1,7,9,False
8,a7a6,p,False,False,0,33,0,0,26,1,7,9,False
8,e6e5,p,False,False,0,32,0,0,26,1,8,9,False
8,c6c5,p,False,False,0,34,0,0,26,1,8,9,False
8,g7g5,p,False,False,0,32,0,0,23,2,6,9,False
8,d7d5,p,False,False,0,34,0,0,26,2,7,9,False
8,b7b5,p,False,False,0,32,0,0,26,2,7,9,False
8,a7a5,p,False,False,0,34,0,0,26,2,7,9,False
9,h8g8,r,False,False,0,31,1,0,34,0,7,10,False
9,f8e7,b,False,False,0,31,2,0,28,1,7,10,False
9,f8d6,b,False,False,0,31,2,0,25,2,7,10,False
9,f8c5,b,False,False,0,32,2,0,28,3,8,10,False
9,f8b4,b,False,False,1,31,2,0,28,4,7,10,True
9,e8d8,k,False,False,0,31,0,0,29,0,7,10,False
9,e8e7,k,False,False,0,31,0,0,29,1,7,10,False
9,a8b8,r,False,False,0,31,1,0,33,0,7,10,False
9,f6g8,n,False,False,0,31,2,0,20,-2,6,10,False
9,f6d5,n,False,False,0,32,2,0,20,1,6,10,False
9,f6g4,n,False,False,0,30,2,0,20,2,6,10,False
9,f6e4,n,False,False,1,31,2,0,17,2,5,10,False
9,a6b8,n,False,False,0,31,2,0,26,-2,7,10,False
9,a6c7,n,False,False,0,31,2,0,31,-1,7,10,False
9,a6c5,n,False,False,0,32,2,0,29,1,7,10,False
9,a6b4,n,False,False,1,31,2,0,29,2,7,10,False
9,h5h6,q,False,False,0,31,2,0,29,-1,6,10,False
9,h5g6,q,False,False,0,31,2,0,29,-1,6,10,False
9,h5g5,q,False,False,0,30,2,0,20,0,7,10,False
9,h5f5,q,False,False,0,32,2,0,29,0,7,10,False
9,h5e5,q,False,False,0,30,2,5,20,0,7,10,False
9,h5d5,q,False,False,0,32,2,0,29,0,8,10,False
9,h5c5,q,False,False,0,32,2,0,29,0,8,10,False
9,h5b5,q,False,False,0,30,2,0,29,0,7,10,False
9,h5a5,q,False,False,0,32,2,0,20,0,7,10,False
9,h5h4,q,False,False,0,30,2,0,20,1,6,10,False
9,h5g4,q,False,False,0,30,2,0,29,1,6,10,False
9,h5h3,q,False,False,0,30,2,0,20,2,6,10,False
9,h5f3,q,False,False,3,28,2,0,20,2,4,10,False
9,h5h2,q,False,False,1,2,2,0,20,3,7,10,False
9,h7h6,p,False,False,0,31,2,0,29,1,7,10,False
9,g7g6,p,False,False,0,31,2,0,26,1,7,10,False
9,d7d6,p,False,False,0,31,2,0,29,1,7,10,False
9,b7b6,p,False,False,0,31,2,0,29,1,7,10,False
9,e6e5,p,False,False,0,30,2,0,29,1,8,10,False
9,c6c5,p,False,False,0,32,2,0,29,1,8,10,False
9,g7g5,p,False,False,0,30,2,0,26,2,6,10,False
9,d7d5,p,False,False,0,32,2,0,29,2,7,10,False
9,b7b5,p,False,False,0,30,2,0,29,2,7,10,False
10,h8g8,r,False,False,1,30,1,0,34,0,7,11,False
10,h8f8,r,False,False,1,30,1,0,33,0,7,11,False
10,e8f8,k,False,False,1,30,0,0,29,0,7,11,False
10,e8d8,k,False,False,1,30,0,0,28,0,7,11,False
10,e8e7,k,False,False,1,30,0,0,28,1,7,11,False
10,a8b8,r,False,False,1,30,1,0,32,0,7,11,False
10,f6g8,n,False,False,1,30,2,0,19,-2,6,11,False
10,f6d5,n,False,False,1,31,2,0,19,1,6,11,False
10,f6g4,n,False,False,1,29,2,0,19,2,6,11,False
10,f6e4,n,False,False,2,30,2,0,16,2,5,11,False
10,a6b8,n,False,False,1,30,2,0,22,-2,7,11,False
10,a6c7,n,False,False,1,30,2,0,27,-1,7,11,False
10,a6c5,n,False,False,1,30,2,0,25,1,7,11,False
10,h5h6,q,False,False,1,30,2,0,29,-1,6,11,False
10,h5g6,q,False,False,1,30,2,0,29,-1,6,11,False
10,h5g5,q,False,False,1,29,2,0,20,0,7,11,False
10,h5f5,q,False,False,1,31,2,0,28,0,7,11,False
10,h5e5,q,False,False,1,29,2,5,19,0,7,11,False
10,h5d5,q,False,False,1,31,2,0,28,0,8,11,False
10,h5c5,q,False,False,1,30,2,0,28,0,8,11,False
10,h5b5,q,False,False,1,30,2,0,28,0,7,11,False
10,h5a5,q,False,False,1,30,2,0,28,0,7,11,True
10,h5h4,q,False,False,1,29,2,0,19,1,6,11,False
10,h5g4,q,False,False,1,29,2,0,29,1,6,11,False
10,h5h3,q,False,False,1,29,2,0,19,2,6,11,False
10,h5f3,q,False,False,4,26,2,0,19,2,4,11,False
10,h5h2,q,False,False,2,2,2,0,19,3,7,11,False
10,b4f8,b,False,False,1,30,2,0,29,-4,7,11,False
10,b4e7,b,False,False,1,30,2,0,28,-3,7,11,False
10,b4d6,b,False,False,1,30,2,0,25,-2,7,11,False
10,b4c5,b,False,False,1,30,2,0,28,-1,8,11,False
10,b4a5,b,False,False,1,30,2,0,28,-1,7,11,False
10,b4c3,b,False,False,1,28,2,5,25,1,8,11,False
10,b4a3,b,False,False,1,28,2,0,25,1,7,11,False
10,b4d2,b,False,False,1,26,2,0,25,2,7,11,False
10,b4e1,b,False,False,1,30,2,0,25,3,7,11,False
10,e8g8,k,False,False,1,30,0,0,34,0,7,11,False
10,h7h6,p,False,False,1,30,2,0,28,1,7,11,False
10,g7g6,p,False,False,1,30,2,0,26,1,7,11,False
10,d7d6,p,False,False,1,30,2,0,28,1,7,11,False
10,b7b6,p,False,False,1,30,2,0,28,1,7,11,False
10,e6e5,p,False,False,1,29,2,0,28,1,8,11,False
10,c6c5,p,False,False,1,30,2,0,28,1,8,11,False
10,g7g5,p,False,False,1,29,2,0,26,2,6,11,False
10,d7d5,p,False,False,1,31,2,0,28,2,7,11,False
10,b7b5,p,False,False,1,30,2,0,28,2,7,11,False
11,h8g8,r,False,False,1,24,1,0,34,0,7,12,False
11,h8f8,r,False,False,1,24,1,0,33,0,7,12,False
11,e8f8,k,False,False,1,24,0,0,29,0,7,12,False
11,e8d8,k,False,False,1,24,0,0,27,0,7,12,False
11,e8e7,k,False,False,1,24,0,0,28,1,7,12,False
11,a8b8,r,False,False,1,24,1,0,32,0,7,12,False
11,f6g8,n,False,False,1,24,2,0,28,-2,6,12,False
11,f6h5,n,False,False,1,24,2,0,29,1,6,12,False
11,f6d5,n,False,False,1,25,2,0,28,1,5,12,False
11,f6g4,n,False,False,1,23,2,0,25,2,6,12,False
11,f6e4,n,False,False,2,25,2,0,25,2,5,12,False
11,a6b8,n,False,False,1,24,2,0,25,-2,7,12,False
11,a6c7,n,False,False,1,24,2,0,33,-1,7,12,False
11,a6c5,n,False,False,1,24,2,0,28,1,6,12,False
11,a5d8,q,False,False,1,24,2,0,28,-3,6,12,False
11,a5c7,q,False,False,1,24,2,0,28,-2,7,12,False
11,a5b6,q,False,False,1,24,2,0,28,-1,7,12,False
11,a5h5,q,False,False,1,24,2,0,28,0,7,12,False
11,a5g5,q,False,False,1,24,2,0,20,0,7,12,False
11,a5f5,q,False,False,1,25,2,0,28,0,7,12,False
11,a5e5,q,False,False,1,23,2,5,19,0,7,12,False
11,a5d5,q,False,False,1,25,2,0,28,0,8,12,False
11,a5c5,q,False,False,1,24,2,0,28,0,8,12,False
11,a5b5,q,False,False,1,24,2,0,28,0,7,12,False
11,a5a4,q,False,False,1,23,2,0,19,1,6,12,False
11,a5a3,q,False,False,1,22,2,0,28,2,6,12,False
11,a5a2,q,False,False,2,23,2,5,19,3,6,12,False
11,b4f8,b,False,False,1,24,2,0,20,-4,7,12,False
11,b4e7,b,False,False,1,24,2,0,19,-3,7,12,False
11,b4d6,b,False,False,1,24,2,0,16,-2,7,12,False
11,b4c5,b,False,False,1,24,2,0,19,-1,7,12,False
11,b4c3,b,False,False,1,22,2,5,28,1,8,12,False
11,b4a3,b,False,False,1,22,2,0,19,1,7,12,False
11,b4d2,b,False,False,4,24,2,0,28,2,7,12,True
11,e8g8,k,False,False,1,24,0,0,34,0,7,12,False
11,h7h6,p,False,False,1,24,2,0,28,1,7,12,False
11,g7g6,p,False,False,1,24,2,0,26,1,7,12,False
11,d7d6,p,False,False,1,24,2,0,28,1,7,12,False
11,b7b6,p,False,False,1,24,2,0,28,1,7,12,False
11,e6e5,p,False,False,1,23,2,0,28,1,8,12,False
11,c6c5,p,False,False,1,24,2,0,28,1,7,12,False
11,h7h5,p,False,False,1,24,2,0,28,2,7,12,False
11,g7g5,p,False,False,1,24,2,0,26,2,7,12,False
11,d7d5,p,False,False,1,25,2,0,28,2,6,12,False
11,b7b5,p,False,False,1,24,2,0,28,2,6,12,False
12,h8g8,r,False,False,1,31,1,0,22,0,7,13,False
12,h8f8,r,False,False,1,31,1,0,21,0,7,13,False
12,e8f8,k,False,False,1,31,0,0,17,0,7,13,False
12,e8d8,k,False,False,1,31,0,0,15,0,7,13,False
12,e8e7,k,False,False,1,31,0,0,16,1,7,13,False
12,a8b8,r,False,False,1,31,1,0,20,0,7,13,False
12,f6g8,n,False,False,1,31,2,0,16,-2,6,13,False
12,f6h5,n,False,False,1,31,2,0,17,1,6,13,False
12,f6d5,n,False,False,1,32,2,0,16,1,5,13,False
12,f6g4,n,False,False,1,30,2,0,13,2,6,13,False
12,f6e4,n,False,False,2,31,2,0,13,2,5,13,False
12,a6b8,n,False,False,1,31,2,0,13,-2,7,13,False
12,a6c7,n,False,False,1,31,2,0,21,-1,7,13,False
12,a6c5,n,False,False,1,31,2,0,16,1,6,13,False
12,a6b4,n,False,False,1,30,2,0,16,2,7,13,False
12,a5d8,q,False,False,1,31,2,0,25,-3,6,13,False
12,a5c7,q,False,False,1,31,2,0,25,-2,7,13,False
12,a5b6,q,False,False,1,31,2,0,25,-1,7,13,False
12,a5h5,q,False,False,1,31,2,0,25,0,7,13,False
12,a5g5,q,False,False,1,30,2,0,17,0,7,13,False
12,a5f5,q,False,False,1,32,2,0,25,0,7,13,False
12,a5e5,q,False,False,1,30,2,5,16,0,7,13,False
12,a5d5,q,False,False,1,32,2,0,25,0,8,13,False
12,a5c5,q,False,False,1,31,2,0,25,0,8,13,False
12,a5b5,q,False,False,1,31,2,0,25,0,7,13,False
12,a5b4,q,False,False,1,30,2,0,25,1,7,13,False
12,a5a4,q,False,False,1,30,2,0,16,1,7,13,True
12,a5c3,q,False,False,1,27,2,5,16,2,8,13,False
12,a5a3,q,False,False,1,29,2,0,16,2,6,13,False
12,a5d2,q,False,False,10,24,2,4,16,3,6,13,False
12,a5a2,q,False,False,2,30,2,5,16,3,6,13,False
12,e8g8,k,False,False,1,31,0,0,22,0,7,13,False
12,h7h6,p,False,False,1,31,2,0,16,1,7,13,False
12,g7g6,p,False,False,1,31,2,0,14,1,7,13,False
12,d7d6,p,False,False,1,31,2,0,15,1,7,13,False
12,b7b6,p,False,False,1,31,2,0,25,1,7,13,False
12,e6e5,p,False,False,1,30,2,0,16,1,8,13,False
12,c6c5,p,False,False,1,31,2,0,16,1,7,13,False
12,h7h5,p,False,False,1,31,2,0,16,2,7,13,False
